Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg. Number,Result,Rpt Limit,Units,Method,Depth,Matrix,Purpose,Parent Sample,Description,Notes
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0516B0572,05/02/2016 08:40,Field Turbidity,471341,8.49,0.1,N.T.U.,EPA 180.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0516B0572,05/02/2016 08:40,Field pH,471341,7.1,0.1,pH Units,EPA 150.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Total Alkalinity",471341,60,1,mg/L as CaCO3,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Dissolved Ammonia",7664417,0.02,0.01,mg/L as N,"EPA 350.1",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Dissolved Boron",7440428,< R.L.,0.1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Dissolved Bromide",24959679,0.01,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Dissolved Calcium",7440702,11,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Dissolved Chloride",16887006,6,1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Specific Conductance (EC)",0,149,1,?S/cm@25?C,"Std Method 2510-B",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Dissolved Hardness",0,54,1,mg/L as CaCO3,"Std Method 2340 B",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Dissolved Magnesium",7439954,6,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Dissolved Nitrate",14797558,0.2,0.1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Dissolved Nitrate + Nitrite",0,0.02,0.01,mg/L as N,"Std Method 4500-NO3-F (28Day)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Total Organic Carbon",0,2,0.5,mg/L as C,"EPA 415.1 (T) Ox",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Dissolved Organic Carbon",0,2.3,0.5,mg/L as C,"EPA 415.1 (D) Ox",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Dissolved Ortho-phosphate",14265442,0.02,0.01,mg/L as P,"EPA 365.1 (DWR Modified)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Total Phosphorus",7723140,0.04,0.01,mg/L as P,"EPA 365.4",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Dissolved Potassium",7440097,1.1,0.5,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Dissolved Sodium",7440235,8,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Total Dissolved Solids",0,86,1,mg/L,"Std Method 2540 C",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Dissolved Sulfate",14808798,7,1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Total Kjeldahl Nitrogen",0,0.3,0.1,mg/L as N,"EPA 351.2",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"Turbidity",0,3.49,1,N.T.U.,"EPA 180.1",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"UV Absorbance @254nm",0,0.055,0.01,absorbance/cm,"Std Method 5910B DWR Modified",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,"pH",0,7.3,0.1,pH Units,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,Field Specific Conductance (EC),471341,149,1,?S/cm@25?C,EPA 120.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,Field Dissolved Oxygen,471341,8.2,0.1,mg/L,EPA 360.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,Field Water Temperature,471341,22.77,0.1,?C,EPA 170.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,Field Turbidity,471341,4.74,0.1,N.T.U.,EPA 180.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,Field pH,471341,7.06,0.1,pH Units,EPA 150.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0616B0705,06/06/2016 07:30,Field Notes,,,,,,,,,,,"new filter tubing"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Total Alkalinity",471341,49,1,mg/L as CaCO3,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Dissolved Ammonia",7664417,< R.L.,0.01,mg/L as N,"EPA 350.1",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Dissolved Boron",7440428,< R.L.,0.1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Dissolved Bromide",24959679,< R.L.,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Dissolved Bromide",24959679,< R.L.,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Dissolved Calcium",7440702,10,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Dissolved Chloride",16887006,3,1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Dissolved Chloride",16887006,3,1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Specific Conductance (EC)",0,115,1,?S/cm@25?C,"Std Method 2510-B",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Dissolved Hardness",0,45,1,mg/L as CaCO3,"Std Method 2340 B",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Dissolved Magnesium",7439954,5,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Dissolved Nitrate",14797558,0.1,0.1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Dissolved Nitrate",14797558,0.1,0.1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Dissolved Nitrate + Nitrite",0,< R.L.,0.01,mg/L as N,"Std Method 4500-NO3-F (28Day)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Total Organic Carbon",0,1.5,0.5,mg/L as C,"EPA 415.1 (T) Ox",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Dissolved Organic Carbon",0,1.4,0.5,mg/L as C,"EPA 415.1 (D) Ox",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Dissolved Ortho-phosphate",14265442,0.02,0.01,mg/L as P,"EPA 365.1 (DWR Modified)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Total Phosphorus",7723140,0.04,0.01,mg/L as P,"EPA 365.4",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Dissolved Potassium",7440097,0.9,0.5,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Dissolved Sodium",7440235,5,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Total Dissolved Solids",0,71,1,mg/L,"Std Method 2540 C",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Dissolved Sulfate",14808798,4,1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Dissolved Sulfate",14808798,4,1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Total Kjeldahl Nitrogen",0,0.2,0.1,mg/L as N,"EPA 351.2",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"Turbidity",0,5.56,1,N.T.U.,"EPA 180.1",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"UV Absorbance @254nm",0,0.044,0.01,absorbance/cm,"Std Method 5910B DWR Modified",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,"pH",0,7.3,0.1,pH Units,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,Field Specific Conductance (EC),471341,114,1,?S/cm@25?C,EPA 120.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,Field Dissolved Oxygen,471341,8.32,0.1,mg/L,EPA 360.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,Field Water Temperature,471341,23.59,0.1,?C,EPA 170.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,Field Turbidity,471341,7.82,0.1,N.T.U.,EPA 180.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0716B0942,07/05/2016 13:00,Field pH,471341,7.71,0.1,pH Units,EPA 150.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Total Alkalinity",471341,49,1,mg/L as CaCO3,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Ammonia",7664417,< R.L.,0.01,mg/L as N,"EPA 350.1",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Boron",7440428,< R.L.,0.1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Boron",7440428,< R.L.,0.1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Bromide",24959679,< R.L.,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Bromide",24959679,< R.L.,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Calcium",7440702,10,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Calcium",7440702,10,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Chloride",16887006,2,1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Chloride",16887006,2,1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Specific Conductance (EC)",0,117,1,?S/cm@25?C,"Std Method 2510-B",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Hardness",0,44,1,mg/L as CaCO3,"Std Method 2340 B",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Magnesium",7439954,5,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Magnesium",7439954,5,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Nitrate",14797558,< R.L.,0.1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Nitrate",14797558,< R.L.,0.1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Nitrate + Nitrite",0,0.02,0.01,mg/L as N,"Std Method 4500-NO3-F (28Day)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Total Organic Carbon",0,1.6,0.5,mg/L as C,"EPA 415.1 (T) Ox",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Organic Carbon",0,1.4,0.5,mg/L as C,"EPA 415.1 (D) Ox",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Ortho-phosphate",14265442,0.02,0.01,mg/L as P,"EPA 365.1 (DWR Modified)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Total Phosphorus",7723140,0.04,0.01,mg/L as P,"EPA 365.4",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Potassium",7440097,0.9,0.5,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Potassium",7440097,0.8,0.5,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Sodium",7440235,5,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Sodium",7440235,6,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Total Dissolved Solids",0,70,1,mg/L,"Std Method 2540 C",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Sulfate",14808798,4,1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Dissolved Sulfate",14808798,4,1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Total Kjeldahl Nitrogen",0,0.1,0.1,mg/L as N,"EPA 351.2",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Turbidity",0,3.59,1,N.T.U.,"EPA 180.1",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"Turbidity",0,3.53,1,N.T.U.,"EPA 180.1",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"UV Absorbance @254nm",0,0.047,0.01,absorbance/cm,"Std Method 5910B DWR Modified",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,"pH",0,6.7,0.1,pH Units,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,Field Specific Conductance (EC),471341,117,1,?S/cm@25?C,EPA 120.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,Field Dissolved Oxygen,471341,9.86,0.1,mg/L,EPA 360.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,Field Water Temperature,471341,21.59,0.1,?C,EPA 170.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,Field Turbidity,471341,4.6,0.1,N.T.U.,EPA 180.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0816B1148,08/01/2016 07:35,Field pH,471341,7.47,0.1,pH Units,EPA 150.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Total Alkalinity",471341,70,1,mg/L as CaCO3,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Dissolved Ammonia",7664417,0.02,0.01,mg/L as N,"EPA 350.1",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Dissolved Boron",7440428,< R.L.,0.1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Dissolved Bromide",24959679,0.01,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Dissolved Calcium",7440702,13,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Dissolved Chloride",16887006,5,1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Specific Conductance (EC)",0,162,1,?S/cm@25?C,"Std Method 2510-B",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Dissolved Hardness",0,61,1,mg/L as CaCO3,"Std Method 2340 B",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Dissolved Magnesium",7439954,7,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Dissolved Nitrate",14797558,0.3,0.1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Dissolved Nitrate + Nitrite",0,0.06,0.01,mg/L as N,"Std Method 4500-NO3-F (28Day)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Total Organic Carbon",0,1.8,0.5,mg/L as C,"EPA 415.1 (T) Ox",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Dissolved Organic Carbon",0,1.8,0.5,mg/L as C,"EPA 415.1 (D) Ox",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Dissolved Ortho-phosphate",14265442,0.03,0.01,mg/L as P,"EPA 365.1 (DWR Modified)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Total Phosphorus",7723140,0.04,0.01,mg/L as P,"EPA 365.4",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Dissolved Potassium",7440097,1.1,0.5,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Dissolved Sodium",7440235,10,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Total Dissolved Solids",0,95,1,mg/L,"Std Method 2540 C",1 Meters,"Water, Natural",Normal Sample,0,""
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0916B1221,09/07/2016 07:45,"Dissolved Sulfate",14808798,6,1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,""
