Date,DRP** mg/L P,Flow_gal,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2002-05-15,,41120000.0,5.0,21.8,,,0.52,,,,,,,9.0,2002.0,41.0,7.43,,23.0,
2002-05-16,,40870000.0,5.0,21.5,,,0.52,,,,,,,9.0,2002.0,41.0,7.37,,23.0,
2002-05-17,,40940000.0,5.0,23.8,,,0.52,,,,,,,11.0,2002.0,41.0,7.39,,23.2,
2002-05-18,,42060000.0,5.0,23.8,,,0.52,,,,,,,8.0,2002.0,42.0,7.4,,22.6,
2002-05-19,,44250000.0,5.0,22.8,,,0.52,,,,,,,7.0,2002.0,44.0,7.42,,21.8,
2002-05-20,,48370000.0,5.0,21.1,0.2,0.73,0.52,,,,23.6,,1.0,11.0,2002.0,48.0,7.37,,22.0,
2002-05-21,,48000000.0,5.0,18.0,,,0.52,,,,,,,10.0,2002.0,48.0,7.33,,22.0,
2002-05-22,,43370000.0,5.0,17.4,,,0.52,,,,,,,8.0,2002.0,43.0,7.37,,22.5,
2002-05-23,,45370000.0,5.0,20.1,,,0.52,,,,,,,11.0,2002.0,45.0,7.44,,23.4,
2002-05-24,,43500000.0,5.0,21.3,,,0.52,,,,,,,10.0,2002.0,44.0,7.3,,23.4,
2002-05-25,,41750000.0,5.0,20.1,,,0.52,,,,,,,13.0,2002.0,42.0,7.22,,23.4,
2002-05-26,,39750000.0,5.0,21.7,,,0.52,,,,,,,9.0,2002.0,40.0,7.39,,23.3,
2002-05-27,,43060000.0,5.0,21.2,,,0.52,,,,,,,9.0,2002.0,43.0,7.46,,23.1,
2002-05-28,,42560000.0,5.0,21.5,,,0.52,,,,24.2,,,10.0,2002.0,43.0,7.26,,23.5,
2002-05-29,,43870000.0,5.0,20.4,,,0.52,,,,,,,11.0,2002.0,44.0,7.42,,23.0,
2002-05-30,,42120000.0,5.0,18.9,,,0.52,,,,,,,6.0,2002.0,42.0,7.31,,24.0,
2002-05-31,,39690000.0,5.0,21.1,,,0.52,,,,,,,8.0,2002.0,40.0,7.38,,23.8,
2002-06-01,,42190000.0,6.0,21.8,,,0.52,,,,,,,9.0,2002.0,42.0,7.5,,23.0,
2002-06-02,,41500000.0,6.0,21.4,,,0.52,,,,,,,11.0,2002.0,42.0,7.2,,24.0,
2002-06-03,,41190000.0,6.0,20.5,0.22,1.43,0.52,,,,23.3,,1.6,12.0,2002.0,41.0,7.3,,24.0,
2002-06-04,,43120000.0,6.0,18.6,,,0.52,,,,,,,12.0,2002.0,43.0,7.4,,24.0,
2002-06-05,,39310000.0,6.0,19.4,,,0.52,,,,,,,10.0,2002.0,39.0,7.4,,24.0,
2002-06-06,,40060000.0,6.0,21.5,,,0.52,,,,,,,10.0,2002.0,40.0,7.4,,25.0,
2002-06-07,,41190000.0,6.0,20.0,,,0.52,,,,,,,8.0,2002.0,41.0,7.36,,23.0,
2002-06-08,,40060000.0,6.0,21.3,,,0.52,,,,,,,10.0,2002.0,40.0,7.41,,23.5,
2002-06-09,,40310000.0,6.0,21.2,,,0.52,,,,,,,11.0,2002.0,40.0,7.35,,24.1,
2002-06-10,,40500000.0,6.0,21.0,0.22,1.6,0.52,,,,23.6,,1.6,10.0,2002.0,41.0,7.3,,24.0,
2002-06-11,,39750000.0,6.0,20.0,,,0.52,,,,,,,8.0,2002.0,40.0,7.37,,24.4,
2002-06-12,,40400000.0,6.0,20.7,,,0.52,,,,,,,10.0,2002.0,40.0,7.36,,24.0,
2002-06-13,,38700000.0,6.0,21.0,,,0.52,,,,,,,10.0,2002.0,39.0,7.33,,24.0,
2002-06-14,,40500000.0,6.0,22.6,,,0.52,,,,,,,10.0,2002.0,41.0,7.31,,24.0,
2002-06-15,,42620000.0,6.0,19.9,,,0.52,,,,,,,7.0,2002.0,43.0,7.36,,24.0,
2002-06-16,,40100000.0,6.0,21.2,,,0.52,,,,,,,11.0,2002.0,40.0,7.38,,23.9,
2002-06-17,,41000000.0,6.0,20.0,,,0.52,,,,,,,13.0,2002.0,41.0,7.36,,24.2,
2002-06-18,,40500000.0,6.0,20.3,0.18,1.87,0.52,,,,23.2,,1.45,12.0,2002.0,41.0,7.38,,24.2,
2002-06-19,,40500000.0,6.0,20.6,,,0.52,,,,,,,14.0,2002.0,41.0,7.39,,25.0,
2002-06-20,,39900000.0,6.0,21.7,,,0.52,,,,,,,12.0,2002.0,40.0,7.42,,24.6,
2002-06-21,,44800000.0,6.0,20.0,,,0.52,,,,,,,11.0,2002.0,45.0,7.29,,24.0,
2002-06-22,,39870000.0,6.0,20.0,,,0.52,,,,,,,13.0,2002.0,40.0,7.27,,24.0,
2002-06-23,,39750000.0,6.0,20.9,,,0.52,,,,,,,14.0,2002.0,40.0,7.37,,24.6,
2002-06-24,,41560000.0,6.0,21.4,,,0.52,,,,,,,15.0,2002.0,42.0,7.28,,25.0,
2002-06-25,,41000000.0,6.0,20.9,0.25,1.9,0.52,,,,24.1,,1.65,14.0,2002.0,41.0,7.38,,25.4,
2002-06-26,,39370000.0,6.0,21.2,,,0.52,,,,,,,14.0,2002.0,39.0,7.29,,25.2,
2002-06-27,,39000000.0,6.0,21.4,,,0.52,,,,,,,12.0,2002.0,39.0,7.43,,26.0,
2002-06-28,,39500000.0,6.0,22.2,,,0.52,,,,,,,9.0,2002.0,40.0,7.44,,25.0,
2002-06-29,,40200000.0,6.0,21.3,,,0.52,,,,,,,12.0,2002.0,40.0,7.39,,25.0,
2002-06-30,,39500000.0,6.0,21.1,,,0.52,,,,,,,15.0,2002.0,40.0,7.41,,25.4,
2002-07-01,,39120000.0,7.0,21.4,0.11,1.6,0.52,,,,24.5,,1.7,10.0,2002.0,39.0,7.37,,27.0,
2002-07-02,,38440000.0,7.0,21.2,,,0.52,,,,,,,9.0,2002.0,38.0,7.29,,25.5,
2002-07-03,,36940000.0,7.0,21.0,,,0.52,,,,,,,6.0,2002.0,37.0,7.33,,25.8,
2002-07-04,,38060000.0,7.0,22.2,,,0.52,,,,,,,8.0,2002.0,38.0,7.36,,25.2,
2002-07-05,,37750000.0,7.0,20.8,,,0.52,,,,,,,8.0,2002.0,38.0,7.34,,26.0,
2002-07-06,,37690000.0,7.0,21.4,,,0.52,,,,,,,8.0,2002.0,38.0,7.44,,23.5,
2002-07-07,,38870000.0,7.0,18.2,,,0.52,,,,,,,9.0,2002.0,39.0,7.42,,26.0,
2002-07-08,,39190000.0,7.0,21.1,0.18,2.1,0.52,,,,23.7,,1.1,9.0,2002.0,39.0,7.31,,25.8,
2002-07-09,,38250000.0,7.0,21.2,,,0.52,,,,,,,6.0,2002.0,38.0,7.34,,26.0,
2002-07-10,,38000000.0,7.0,21.7,,,0.52,,,,,,,6.0,2002.0,38.0,7.4,,27.0,
2002-07-11,,38690000.0,7.0,22.8,,,0.52,,,,,,,7.0,2002.0,39.0,7.46,,26.0,
2002-07-12,,38810000.0,7.0,22.5,,,0.52,,,,,,,7.0,2002.0,39.0,7.41,,26.5,
2002-07-13,,38870000.0,7.0,21.9,,,0.52,,,,,,,6.0,2002.0,39.0,7.41,,25.3,
2002-07-14,,39190000.0,7.0,20.0,,,0.52,,,,,,,8.0,2002.0,39.0,7.46,,25.2,
2002-07-15,,38560000.0,7.0,22.5,,,0.52,,,,,,,7.0,2002.0,39.0,7.3,,26.5,
2002-07-16,,39000000.0,7.0,20.7,,,0.52,,,,,,,17.0,2002.0,39.0,7.43,,26.0,
2002-07-17,,39190000.0,7.0,23.1,,,0.52,,,,,,,9.0,2002.0,39.0,7.41,,26.0,
2002-07-18,,39190000.0,7.0,22.6,,,0.52,,,,,,,9.0,2002.0,39.0,7.4,,26.0,
2002-07-19,,39690000.0,7.0,20.8,,,0.52,,,,,,,8.0,2002.0,40.0,7.39,,26.5,
2002-07-20,,39000000.0,7.0,20.4,,,0.52,,,,,,,9.0,2002.0,39.0,7.4,,24.7,
2002-07-21,,38250000.0,7.0,20.1,,,0.52,,,,,,,8.0,2002.0,38.0,7.43,,25.2,
2002-07-22,,39190000.0,7.0,20.3,0.52,1.58,0.52,,,,23.3,,1.35,9.0,2002.0,39.0,7.38,,24.7,
2002-07-23,,39000000.0,7.0,21.0,,,0.52,,,,,,,8.0,2002.0,39.0,7.54,,25.3,
2002-07-24,,38440000.0,7.0,21.2,,,0.52,,,,,,,6.0,2002.0,38.0,7.4,,25.0,
2002-07-25,,38560000.0,7.0,21.3,,,0.52,,,,,,,18.0,2002.0,39.0,7.51,,25.0,
2002-07-26,,38500000.0,7.0,22.4,,,0.52,,,,,,,10.0,2002.0,39.0,7.45,,26.0,
2002-07-27,,38440000.0,7.0,22.4,,,0.52,,,,,,,7.0,2002.0,38.0,7.42,,25.6,
2002-07-28,,37870000.0,7.0,22.2,,,0.52,,,,,,,7.0,2002.0,38.0,7.47,,25.2,
2002-07-29,,39310000.0,7.0,22.2,,,0.52,,,,,,,6.0,2002.0,39.0,7.57,,24.6,
2002-07-30,,38620000.0,7.0,22.8,,,0.52,,,,,,,9.0,2002.0,39.0,7.5,,25.4,
2002-07-31,,38250000.0,7.0,22.9,0.1,0.16,0.52,,,,25.2,,0.81,6.0,2002.0,38.0,7.51,,25.3,
2002-08-01,,38440000.0,8.0,23.7,,,0.52,,,,,,,5.0,2002.0,38.0,7.51,,25.2,
2002-08-02,,38440000.0,8.0,23.3,,,0.52,,,,,,,3.0,2002.0,38.0,7.54,,25.2,
2002-08-03,,39000000.0,8.0,23.9,,,0.52,,,,,,,6.0,2002.0,39.0,7.43,,24.9,
2002-08-04,,38190000.0,8.0,19.7,,,0.52,,,,,,,5.0,2002.0,38.0,7.47,,25.4,
2002-08-05,,37810000.0,8.0,22.0,0.24,0.24,0.52,,,,24.0,,0.62,4.0,2002.0,38.0,7.37,,25.5,
2002-08-06,,37810000.0,8.0,22.8,,,0.52,,,,,,,3.0,2002.0,38.0,7.34,,24.5,
2002-08-07,,37250000.0,8.0,21.5,,,0.52,,,,,,,3.0,2002.0,37.0,7.37,,25.4,
2002-08-08,,40310000.0,8.0,20.6,,,0.52,,,,,,,3.0,2002.0,40.0,7.45,,25.1,
2002-08-09,,37500000.0,8.0,21.8,,,0.52,,,,,,,4.0,2002.0,38.0,7.41,,24.0,
2002-08-10,,37500000.0,8.0,23.6,,,0.52,,,,,,,5.0,2002.0,38.0,7.46,,25.9,
2002-08-11,,37500000.0,8.0,21.9,,,0.52,,,,,,,5.0,2002.0,38.0,7.44,,26.0,
2002-08-12,,37560000.0,8.0,22.2,,,0.52,,,,,,,6.0,2002.0,38.0,7.5,,25.6,
2002-08-13,,37370000.0,8.0,22.4,0.32,0.34,0.52,,,,24.4,,0.82,6.0,2002.0,37.0,7.41,,26.1,
2002-08-14,,36870000.0,8.0,22.8,,,0.52,,,,,,,7.0,2002.0,37.0,7.76,,25.0,
2002-08-15,,37250000.0,8.0,21.7,,,0.52,,,,,,,7.0,2002.0,37.0,7.44,,26.0,
2002-08-16,,37560000.0,8.0,20.8,,,0.52,,,,,,,6.0,2002.0,38.0,7.37,,26.1,
2002-08-17,,37870000.0,8.0,21.0,,,0.52,,,,,,,8.0,2002.0,38.0,7.46,,26.1,
2002-08-18,,38310000.0,8.0,20.4,,,0.52,,,,,,,10.0,2002.0,38.0,7.5,,25.4,
2002-08-19,,38060000.0,8.0,21.1,,,0.52,,,,,,,8.0,2002.0,38.0,7.64,,23.6,
2002-08-20,,37060000.0,8.0,20.6,0.5,0.43,0.52,,,,22.6,,0.62,6.0,2002.0,37.0,7.41,,25.8,
2002-08-21,,37750000.0,8.0,22.3,,,0.52,,,,,,,4.0,2002.0,38.0,7.36,,26.0,
2002-08-22,,38560000.0,8.0,21.5,,,0.52,,,,,,,4.0,2002.0,39.0,7.54,,26.0,
2002-08-23,,37690000.0,8.0,21.4,,,0.52,,,,,,,4.0,2002.0,38.0,7.42,,24.9,
2002-08-24,,38440000.0,8.0,21.9,,,0.52,,,,,,,5.0,2002.0,38.0,7.71,,25.0,
2002-08-25,,39440000.0,8.0,20.2,,,0.52,,,,,,,7.0,2002.0,39.0,7.41,,25.6,
2002-08-26,,38690000.0,8.0,20.9,0.88,0.29,0.52,,,,23.1,,0.66,8.0,2002.0,39.0,7.26,,26.0,
2002-08-27,,38750000.0,8.0,21.5,,,0.52,,,,,,,5.0,2002.0,39.0,7.45,,26.6,
2002-08-28,,37370000.0,8.0,18.1,,,0.52,,,,,,,9.0,2002.0,37.0,7.37,,27.9,
2002-08-29,,38120000.0,8.0,21.1,,,0.52,,,,,,,6.0,2002.0,38.0,7.38,,25.9,
2002-08-30,,38690000.0,8.0,23.0,,,0.52,,,,,,,7.0,2002.0,39.0,7.47,,25.1,
2002-08-31,,36060000.0,8.0,22.2,,,0.52,,,,,,,7.0,2002.0,36.0,7.48,,26.0,
2002-09-01,,35750000.0,9.0,21.8,,,0.52,,,,,,,5.0,2002.0,36.0,7.23,,26.2,
2002-09-02,,39060000.0,9.0,20.9,,,0.52,,,,,,,9.0,2002.0,39.0,7.43,,26.2,
2002-09-03,,39310000.0,9.0,21.2,0.6,0.32,0.52,,,,23.4,,0.74,7.0,2002.0,39.0,7.34,,26.2,
2002-09-04,,37370000.0,9.0,20.8,,,0.52,,,,,,,6.0,2002.0,37.0,7.37,,25.3,
2002-09-05,,38500000.0,9.0,22.3,,,0.52,,,,,,,10.0,2002.0,39.0,7.59,,25.5,
2002-09-06,,38000000.0,9.0,24.7,,,0.52,,,,,,,6.0,2002.0,38.0,7.48,,26.0,
2002-09-07,,39310000.0,9.0,24.5,,,0.52,,,,,,,5.0,2002.0,39.0,7.4,,25.1,
2002-09-08,,39190000.0,9.0,23.6,,,0.52,,,,,,,7.0,2002.0,39.0,7.42,,25.9,
2002-09-09,,38690000.0,9.0,21.7,0.47,0.51,0.52,,,,24.7,,0.91,21.0,2002.0,39.0,7.37,,26.5,
2002-09-10,,38060000.0,9.0,22.2,,,0.52,,,,,,,5.0,2002.0,38.0,7.4,,26.5,
2002-09-11,,38250000.0,9.0,22.8,,,0.52,,,,,,,5.0,2002.0,38.0,7.39,,27.0,
2002-09-12,,37870000.0,9.0,23.0,,,0.52,,,,,,,5.0,2002.0,38.0,7.46,,25.5,
2002-09-13,,37500000.0,9.0,23.3,,,0.52,,,,,,,4.0,2002.0,38.0,7.49,,26.5,
2002-09-14,,38940000.0,9.0,23.4,,,0.52,,,,,,,5.0,2002.0,39.0,7.5,,26.0,
2002-09-15,,39250000.0,9.0,21.3,,,0.52,,,,,,,8.0,2002.0,39.0,7.46,,25.5,
2002-09-16,,39060000.0,9.0,20.8,1.18,0.54,0.52,,,,23.1,,0.72,7.0,2002.0,39.0,7.46,,25.9,
2002-09-17,,37620000.0,9.0,21.4,,,0.52,,,,,,,5.0,2002.0,38.0,7.44,,25.9,
2002-09-18,,38750000.0,9.0,21.7,,,0.52,,,,,,,17.0,2002.0,39.0,7.42,,26.4,
2002-09-19,,39440000.0,9.0,21.4,,,0.52,,,,,,,3.0,2002.0,39.0,7.58,,26.3,
2002-09-20,,38120000.0,9.0,20.7,,,0.52,,,,,,,4.0,2002.0,38.0,7.46,,25.9,
2002-09-21,,38500000.0,9.0,20.0,,,0.52,,,,,,,7.0,2002.0,39.0,7.44,,26.7,
2002-09-22,,39060000.0,9.0,20.6,,,0.52,,,,,,,5.0,2002.0,39.0,7.4,,25.7,
2002-09-23,,39120000.0,9.0,20.4,0.94,0.52,0.52,,,,23.0,,0.74,7.0,2002.0,39.0,7.39,,26.1,
2002-09-24,,37060000.0,9.0,18.8,,,0.52,,,,,,,4.0,2002.0,37.0,7.49,,26.2,
2002-09-25,,38810000.0,9.0,21.3,,,0.52,,,,,,,5.0,2002.0,39.0,7.43,,25.9,
2002-09-26,,37870000.0,9.0,22.5,,,0.52,,,,,,,5.0,2002.0,38.0,7.5,,25.0,
2002-09-27,,38000000.0,9.0,23.1,,,0.52,,,,,,,4.0,2002.0,38.0,7.47,,24.8,
2002-09-28,,38690000.0,9.0,22.8,,,0.52,,,,,,,12.0,2002.0,39.0,7.43,,25.4,
2002-09-29,,39620000.0,9.0,22.7,,,0.52,,,,,,,6.0,2002.0,40.0,7.54,,25.0,
2002-09-30,,38190000.0,9.0,21.8,,,0.52,,,,,,,4.0,2002.0,38.0,7.44,,25.3,
2002-10-01,,37810000.0,10.0,20.8,1.05,0.68,0.52,,,,23.2,,0.33,4.0,2002.0,38.0,7.45,,24.6,
2002-10-02,,37620000.0,10.0,22.7,,,0.52,,,,,,,3.0,2002.0,38.0,7.49,,24.5,
2002-10-03,,37870000.0,10.0,22.7,,,0.52,,,,,,,5.0,2002.0,38.0,7.48,,25.6,
2002-10-04,,37120000.0,10.0,22.5,,,0.52,,,,,,,6.0,2002.0,37.0,7.4,,26.0,
2002-10-05,,38120000.0,10.0,21.0,,,0.52,,,,,,,5.0,2002.0,38.0,7.5,,25.8,
2002-10-06,,39870000.0,10.0,20.4,,,0.52,,,,,,,6.0,2002.0,40.0,7.41,,25.6,
2002-10-07,,38190000.0,10.0,19.7,1.3,0.81,0.52,,,,22.1,,0.61,6.0,2002.0,38.0,7.3,,26.3,
2002-10-08,,38310000.0,10.0,19.6,,,0.52,,,,,,,27.0,2002.0,38.0,7.48,,25.7,
2002-10-09,,38440000.0,10.0,20.5,,,0.52,,,,,,,6.0,2002.0,38.0,7.46,,25.4,
2002-10-10,,37870000.0,10.0,21.3,,,0.52,,,,,,,5.0,2002.0,38.0,7.61,,24.3,
2002-10-11,,38000000.0,10.0,22.5,,,0.52,,,,,,,7.0,2002.0,38.0,7.45,,24.6,
2002-10-12,,37810000.0,10.0,20.7,,,0.52,,,,,,,8.0,2002.0,38.0,7.35,,25.0,
2002-10-13,,38500000.0,10.0,20.5,,,0.52,,,,,,,10.0,2002.0,39.0,7.46,,25.1,
2002-10-14,,38620000.0,10.0,20.3,0.72,0.72,0.52,,,,23.1,,1.2,9.0,2002.0,39.0,7.44,,24.8,
2002-10-15,,38690000.0,10.0,20.9,,,0.52,,,,,,,8.0,2002.0,39.0,7.43,,24.5,
2002-10-16,,37940000.0,10.0,21.9,,,0.52,,,,,,,7.0,2002.0,38.0,7.56,,24.2,
2002-10-17,,37440000.0,10.0,22.6,,,0.52,,,,,,,8.0,2002.0,37.0,7.44,,24.4,
2002-10-18,,37940000.0,10.0,22.8,,,0.52,,,,,,,6.0,2002.0,38.0,7.36,,24.2,
2002-10-19,,38370000.0,10.0,22.5,,,0.52,,,,,,,9.0,2002.0,38.0,7.38,,24.0,
2002-10-20,,38750000.0,10.0,21.9,,,0.52,,,,,,,20.0,2002.0,39.0,7.52,,24.3,
2002-10-21,,38870000.0,10.0,21.1,0.6,0.43,0.52,,,,23.8,,0.76,8.0,2002.0,39.0,7.47,,24.2,
2002-10-22,,37690000.0,10.0,20.4,,,0.52,,,,,,,7.0,2002.0,38.0,7.46,,24.5,
2002-10-23,,38250000.0,10.0,22.9,,,0.52,,,,,,,6.0,2002.0,38.0,7.47,,23.5,
2002-10-24,,37810000.0,10.0,23.2,,,0.52,,,,,,,11.0,2002.0,38.0,7.41,,23.7,
2002-10-25,,37750000.0,10.0,23.1,,,0.52,,,,,,,6.0,2002.0,38.0,7.54,,23.8,
2002-10-26,,38690000.0,10.0,23.7,,,0.52,,,,,,,7.0,2002.0,39.0,7.57,,23.8,
2002-10-27,,39690000.0,10.0,22.2,,,0.52,,,,,,,9.0,2002.0,40.0,7.49,,24.4,
2002-10-28,,38940000.0,10.0,20.8,0.26,0.38,0.52,,,,23.5,,1.05,12.0,2002.0,39.0,7.59,,24.2,
2002-10-29,,38690000.0,10.0,21.7,,,0.52,,,,,,,12.0,2002.0,39.0,7.49,,24.1,
2002-10-30,,37560000.0,10.0,23.3,,,0.52,,,,,,,7.0,2002.0,38.0,7.52,,24.1,
2002-10-31,,38250000.0,10.0,23.7,,,0.52,,,,,,,6.0,2002.0,38.0,7.47,,23.5,
2002-11-01,,39000000.0,11.0,24.1,,,0.52,,,,,,,5.0,2002.0,39.0,7.33,,23.0,
2002-11-02,,39500000.0,11.0,24.3,,,0.52,,,,,,,10.0,2002.0,40.0,7.39,,23.3,
2002-11-03,,39810000.0,11.0,23.4,,,0.52,,,,,,,10.0,2002.0,40.0,7.49,,23.4,
2002-11-04,,39500000.0,11.0,22.2,0.17,0.43,0.52,,,,25.0,,1.24,9.0,2002.0,40.0,7.19,,23.2,
2002-11-05,,44810000.0,11.0,21.6,,,0.52,,,,,,,9.0,2002.0,45.0,7.29,,23.1,
2002-11-06,,38190000.0,11.0,22.9,,,0.52,,,,,,,11.0,2002.0,38.0,7.38,,23.1,
2002-11-07,,43370000.0,11.0,23.1,,,0.52,,,,,,,9.0,2002.0,43.0,7.52,,23.2,
2002-11-08,,54440000.0,11.0,24.8,,,0.52,,,,,,,10.0,2002.0,54.0,7.34,,22.8,
2002-11-09,,46750000.0,11.0,18.2,,,0.52,,,,,,,10.0,2002.0,47.0,7.18,,23.2,
2002-11-10,,43370000.0,11.0,17.8,,,0.52,,,,,,,6.0,2002.0,43.0,7.55,,23.3,
2002-11-11,,42810000.0,11.0,20.3,,,0.52,,,,,,,17.0,2002.0,43.0,7.55,,23.3,
2002-11-12,,41060000.0,11.0,22.8,0.2,0.5,0.52,,,,25.0,,0.68,7.0,2002.0,41.0,7.42,,23.2,
2002-11-13,,39560000.0,11.0,22.3,,,0.52,,,,,,,5.0,2002.0,40.0,7.33,,23.4,
2002-11-14,,38940000.0,11.0,24.2,,,0.52,,,,,,,5.0,2002.0,39.0,7.46,,23.2,
2002-11-15,,38620000.0,11.0,23.2,,,0.52,,,,,,,5.0,2002.0,39.0,7.31,,22.7,
2002-11-16,,40500000.0,11.0,24.4,,,0.52,,,,,,,6.0,2002.0,41.0,7.42,,23.2,
2002-11-17,,40500000.0,11.0,21.4,,,0.52,,,,,,,8.0,2002.0,41.0,7.52,,23.5,
2002-11-18,,40190000.0,11.0,20.8,0.34,0.46,0.52,,,,23.3,,0.64,6.0,2002.0,40.0,7.46,,22.8,
2002-11-19,,39250000.0,11.0,20.7,,,0.52,,,,,,,6.0,2002.0,39.0,7.45,,23.1,
2002-11-20,,39190000.0,11.0,23.2,,,0.52,,,,,,,5.0,2002.0,39.0,7.42,,23.3,
2002-11-21,,42250000.0,11.0,23.0,,,0.52,,,,,,,5.0,2002.0,42.0,7.66,,23.0,
2002-11-22,,40000000.0,11.0,22.8,,,0.52,,,,,,,4.0,2002.0,40.0,7.44,,22.6,
2002-11-23,,39560000.0,11.0,20.8,,,0.52,,,,,,,5.0,2002.0,40.0,7.44,,22.5,
2002-11-24,,40000000.0,11.0,21.5,,,0.52,,,,,,,7.0,2002.0,40.0,7.37,,22.6,
2002-11-25,,45940000.0,11.0,21.2,0.57,0.47,0.52,,,,23.5,,0.58,4.0,2002.0,46.0,7.34,,22.9,
2002-11-26,,38310000.0,11.0,21.4,,,0.52,,,,,,,2.0,2002.0,38.0,7.52,,22.6,
2002-11-27,,39370000.0,11.0,21.0,,,0.52,,,,,,,6.0,2002.0,39.0,7.45,,22.5,
2002-11-28,,39870000.0,11.0,21.0,,,0.52,,,,,,,7.0,2002.0,40.0,7.28,,22.7,
2002-11-29,,38500000.0,11.0,19.8,,,0.52,,,,,,,8.0,2002.0,39.0,7.28,,22.7,
2002-11-30,,38620000.0,11.0,20.3,,,0.52,,,,,,,6.0,2002.0,39.0,7.38,,21.8,
2002-12-01,,40560000.0,12.0,21.2,,,0.52,,,,,,,7.0,2002.0,41.0,7.27,,22.3,
2002-12-02,,40370000.0,12.0,21.1,0.42,0.53,0.52,,,,23.7,,0.58,6.0,2002.0,40.0,7.42,,22.4,
2002-12-03,,39620000.0,12.0,21.5,,,0.52,,,,,,,6.0,2002.0,40.0,7.45,,22.0,
2002-12-04,,39190000.0,12.0,21.3,,,0.52,,,,,,,4.0,2002.0,39.0,7.67,,22.1,
2002-12-05,,38250000.0,12.0,20.8,,,0.52,,,,,,,8.0,2002.0,38.0,7.56,,22.1,
2002-12-06,,38250000.0,12.0,23.8,,,0.52,,,,,,,7.0,2002.0,38.0,7.56,,21.8,
2002-12-07,,39310000.0,12.0,23.6,,,0.52,,,,,,,4.0,2002.0,39.0,7.46,,22.2,
2002-12-08,,39810000.0,12.0,22.1,,,0.52,,,,,,,8.0,2002.0,40.0,7.48,,22.1,
2002-12-09,,40370000.0,12.0,22.6,,,0.52,,,,,,,6.0,2002.0,40.0,7.51,,21.9,
2002-12-10,,39750000.0,12.0,21.7,0.29,0.43,0.52,,,,24.2,,0.57,6.0,2002.0,40.0,7.54,,21.8,
2002-12-11,,43500000.0,12.0,22.5,,,0.52,,,,,,,7.0,2002.0,44.0,7.42,,20.9,
2002-12-12,,39000000.0,12.0,22.4,,,0.52,,,,,,,9.0,2002.0,39.0,7.64,,21.0,
2002-12-13,,62000000.0,12.0,23.9,,,0.52,,,,,,,9.0,2002.0,62.0,7.47,,21.1,
2002-12-14,,81060000.0,12.0,21.1,,,0.52,,,,,,,10.0,2002.0,81.0,7.26,,20.0,
2002-12-15,,64750000.0,12.0,10.8,,,0.52,,,,,,,9.0,2002.0,65.0,7.33,,20.1,
2002-12-16,,78130000.0,12.0,13.4,0.22,0.42,0.52,,,,15.6,,1.3,8.0,2002.0,78.0,7.45,,19.0,
2002-12-17,,66750000.0,12.0,8.7,,,0.52,,,,,,,13.0,2002.0,67.0,7.43,,19.0,
2002-12-18,,63440000.0,12.0,11.8,,,0.52,,,,,,,7.0,2002.0,63.0,7.38,,19.6,
2002-12-19,,67870000.0,12.0,14.4,,,0.52,,,,,,,7.0,2002.0,68.0,7.27,,19.5,
2002-12-20,,77560000.0,12.0,14.9,,,0.52,,,,,,,7.0,2002.0,78.0,7.24,,19.6,
2002-12-21,,75810000.0,12.0,10.9,,,0.52,,,,,,,8.0,2002.0,76.0,7.35,,18.9,
2002-12-22,,68870000.0,12.0,10.8,,,0.52,,,,,,,8.0,2002.0,69.0,7.45,,19.0,
2002-12-23,,62690000.0,12.0,12.8,0.13,0.39,0.52,,,,14.6,,0.95,9.0,2002.0,63.0,7.37,,19.0,
2002-12-24,,57120000.0,12.0,13.8,,,0.52,,,,,,,8.0,2002.0,57.0,7.4,,17.9,
2002-12-25,,51190000.0,12.0,15.2,,,0.52,,,,,,,11.0,2002.0,51.0,7.5,,17.8,
2002-12-26,,50940000.0,12.0,17.0,,,0.52,,,,,,,6.0,2002.0,51.0,7.47,,18.7,
2002-12-27,,50000000.0,12.0,18.9,,,0.52,,,,,,,7.0,2002.0,50.0,7.39,,20.1,
2002-12-28,,59690000.0,12.0,17.0,,,0.52,,,,,,,8.0,2002.0,60.0,7.49,,19.8,
2002-12-29,,71310000.0,12.0,15.9,,,0.52,,,,,,,4.0,2002.0,71.0,7.39,,19.0,
2002-12-30,,58870000.0,12.0,10.0,,,0.52,,,,,,,6.0,2002.0,59.0,7.44,,18.4,
2002-12-31,,75310000.0,12.0,10.6,,,0.52,,,,,,,4.0,2002.0,75.0,7.3,,19.0,
2003-01-01,,62940000.0,1.0,10.0,,,0.52,,,,,,,8.0,2003.0,63.0,7.33,,19.0,
2003-01-02,,58810000.0,1.0,10.2,,,0.52,,,,,,,6.0,2003.0,59.0,7.49,,20.0,
2003-01-03,,55870000.0,1.0,12.4,,,0.52,,,,,,,7.0,2003.0,56.0,7.59,,19.3,
2003-01-04,,54250000.0,1.0,15.2,,,0.52,,,,,,,9.0,2003.0,54.0,7.47,,20.5,
2003-01-05,,53940000.0,1.0,15.1,,,0.52,,,,,,,9.0,2003.0,54.0,7.48,,20.3,
