Date,Month,Year,Flow,NH3,NO2,NO3,TKN,OrgN,TP,Temp,pH,TSS,TDS
17-Sep-98,9,1998,6.95,1.6,,,,,,17,6.8,5.7,
22-Sep-98,9,1998,15.26,2.4,1.12,19.2,,4.3,,17,7.1,13,
23-Sep-98,9,1998,14.96,1.9,,,,,,17,7.1,11.8,
24-Sep-98,9,1998,14.78,3.6,,,,,,16.5,7,10.8,
25-Sep-98,9,1998,13.63,,,17.5,,,,15.5,7.2,10.8,
27-Sep-98,9,1998,13,3.9,0.68,18.8,,3.9,19.8,15,7,14.2,
28-Sep-98,9,1998,12.33,1.8,,,,,,17,7,14.8,
29-Sep-98,9,1998,11,1.3,,,,,,14.5,7,7.4,
6-Oct-98,10,1998,15.13,3.9,0.63,17.7,,6.7,15.5,15,7.2,23,
7-Oct-98,10,1998,16.39,5.2,,,,,,15,7.1,20,
8-Oct-98,10,1998,17,4.4,,,,,,15.5,7.2,17.8,
14-Oct-98,10,1998,18.97,6.3,,14.3,,6.2,,15,7.1,19,
15-Oct-98,10,1998,18.97,6.2,0.85,,,,,14,7.1,17.6,
18-Oct-98,10,1998,20.95,6.9,0.88,10.7,,2.7,14.3,14,7.7,9.8,
19-Oct-98,10,1998,18.74,7.6,,,,,,14,7.2,7.4,
20-Oct-98,10,1998,10.58,6.1,,,,,,14,7.1,4.2,
26-Oct-98,10,1998,16.13,4.2,,15.2,,3.3,,13.5,7,14,
27-Oct-98,10,1998,16.75,4.2,0.79,,,,,13,7,11.6,
28-Oct-98,10,1998,17,5.3,,,,,,13.5,7,11,
3-Nov-98,11,1998,19,6.9,1.2,14.8,,3.1,13.8,12,7.1,12.8,
4-Nov-98,11,1998,19,7.7,,,,,,13,7.2,11.8,
5-Nov-98,11,1998,19.07,8.3,,,,,,11.5,7.2,8.4,
9-Nov-98,11,1998,19.02,9.6,1.31,13.5,,2.7,,11,7.2,10,
10-Nov-98,11,1998,19.02,11.4,,,,,,10,7.2,10.6,
11-Nov-98,11,1998,19,12.2,,,,,,10.5,7.3,8.6,
18-Nov-98,11,1998,15.83,10.1,,12.1,,0.8,13.6,12.5,7.2,3.2,
20-Nov-98,11,1998,0,11.2,,,,,,,,9.4,
21-Nov-98,11,1998,19,9.8,,,,,,10,7,11.4,
23-Nov-98,11,1998,19.02,9.9,1.31,16,,1.6,,11,7.1,9.2,
24-Nov-98,11,1998,19.07,7.2,,,,,,12,7.1,12,
25-Nov-98,11,1998,15.98,6.9,,,,,,11,7.1,14.2,
1-Dec-98,12,1998,18.98,11.1,1.02,14.7,,2.4,11.8,10,7.2,10,
2-Dec-98,12,1998,18.9,13,,,,,,9.5,7.3,9.8,
3-Dec-98,12,1998,18.83,10.2,,,,,,10.5,7.2,10.2,
7-Dec-98,12,1998,18.88,12.7,0.84,10.9,,4.4,,10,7.3,11.6,
8-Dec-98,12,1998,19.06,13.1,,,,,,7,7.3,10.4,
9-Dec-98,12,1998,18.9,15.5,,,,,,6.5,7.3,12,
14-Dec-98,12,1998,19.05,,,,,,13.3,9.5,7.3,12,
16-Dec-98,12,1998,19.12,14.5,0.73,11.4,,0.3,,10,7.3,13.8,
17-Dec-98,12,1998,18.07,9.9,,,,,,9,7.2,17.4,
18-Dec-98,12,1998,17,10.5,,,,,,10.5,7.2,17,
20-Dec-98,12,1998,17.03,12.6,0.72,9.4,,1.9,,6,7.2,12.4,
21-Dec-98,12,1998,17.08,15.4,,,,,,2,7.4,11.4,
22-Dec-98,12,1998,17.05,13.7,,,,,,1.5,7.4,12.6,
28-Dec-98,12,1998,14.68,16,,10.9,,0.1,11.8,10,7.3,12,
29-Dec-98,12,1998,10.03,6.3,0.56,,,,,10,7.1,8.4,
30-Dec-98,12,1998,8,4.7,,,,,,12.5,7.3,6.4,
5-Jan-99,1,1999,16,12.3,0.72,12,,1.8,,11.5,7.3,11,
6-Jan-99,1,1999,16,13.8,,,,,,13,7.3,12,
7-Jan-99,1,1999,16,15,,,,,,12,7.3,11.2,
13-Jan-99,1,1999,17,14,0.74,13.5,,2.9,12.3,14.5,7.2,13.2,
14-Jan-99,1,1999,17.02,13,,,,,,12.5,7.2,11.8,
15-Jan-99,1,1999,17.07,11.1,,,,,,14,7.2,13.6,
18-Jan-99,1,1999,16.95,12,0.89,14,,2.9,,15.5,7.1,12.6,
19-Jan-99,1,1999,17.03,11.3,,,,,,16,7.2,11.6,
20-Jan-99,1,1999,17.01,11.8,,,,,,16,7.2,11.4,
24-Jan-99,1,1999,17,11.1,0.92,14.9,,3,12.2,13.5,7.1,13.6,
25-Jan-99,1,1999,17,10.2,,,,,,13.5,7.2,14.2,
26-Jan-99,1,1999,17,11.2,,,,,,12,7.3,12.6,
3-Feb-99,2,1999,18,2.6,0.68,19.9,,6.8,,13.5,7,18.2,
4-Feb-99,2,1999,18,2.4,,,,,,13.5,7.1,11.8,
5-Feb-99,2,1999,18,2.5,,,,,,14,6.9,11.4,
9-Feb-99,2,1999,18.05,2.1,0.49,18.6,,4,11.7,13,6.9,10.2,
10-Feb-99,2,1999,18.03,2.1,,,,,,13,6.9,10.8,
11-Feb-99,2,1999,17.98,1.8,,,,,,13.5,7,10.6,
15-Feb-99,2,1999,19,1.3,0.25,20.3,,5.4,,13.5,6.9,10,
16-Feb-99,2,1999,19,1.2,,,,,,13.5,7,9.2,
17-Feb-99,2,1999,19,1.1,,,,,,15.5,6.9,9.6,
21-Feb-99,2,1999,19,0.7,0.24,16.6,,5.2,11.5,13.5,6.8,11.6,
22-Feb-99,2,1999,19,0.7,,,,,,15,6.9,12.4,
23-Feb-99,2,1999,19,0.5,,,,,,15.5,6.9,3.6,
2-Mar-99,3,1999,15.83,0.5,0.02,25.7,,4.4,,16.5,7.1,12.8,
3-Mar-99,3,1999,24.03,0.5,,,,,,17.5,7,13,
4-Mar-99,3,1999,24.03,0.7,,,,,,15,7.1,12.2,
6-Mar-99,3,1999,9.52,0.4,,,,,,15.5,7,10.2,
8-Mar-99,3,1999,19,0.7,0.03,29.4,,4.3,9.6,14,7.1,11.4,
9-Mar-99,3,1999,19,0.9,,,,,,14.5,7.2,10.2,
10-Mar-99,3,1999,19,0.7,,,,,,14,7.1,10.8,
17-Mar-99,3,1999,19,0.6,0.02,30.6,,5.4,,16,7.4,9.2,
18-Mar-99,3,1999,16,0.5,,,,,,17,7.5,6.6,
19-Mar-99,3,1999,16.5,0.5,,,,,,15,7.1,6.2,
21-Mar-99,3,1999,19,1.6,0.08,30.8,,4,10.9,16,7.1,9.2,
22-Mar-99,3,1999,18,0.8,,,,,,16.5,7.3,10.2,
23-Mar-99,3,1999,14.33,0.4,,,,,,16,6.9,4.6,
29-Mar-99,3,1999,19.01,0.4,0.01,30.3,,1.8,,17.5,7,5.2,
30-Mar-99,3,1999,16.5,1.2,,,,,,16.5,6.8,8.4,
31-Mar-99,3,1999,17.51,0.5,,,,,,16,6.8,6.6,
6-Apr-99,4,1999,16,2.9,0.1,45.5,,2.2,5.9,14,6.6,6.4,
7-Apr-99,4,1999,16.5,2.8,,,,,,14.5,7.2,5.4,
8-Apr-99,4,1999,16,2.7,,,,,,14,6.9,2.2,
14-Apr-99,4,1999,16.02,0.3,0.04,43.3,,6.3,,17,6.9,16.2,
15-Apr-99,4,1999,13.34,0.6,,,,,,20.5,6.9,3.6,
16-Apr-99,4,1999,16,0.5,,,,,,22,7,8.4,
19-Apr-99,4,1999,16.04,0.7,0.08,31.5,,4.1,7.4,21.5,6.9,8.6,
20-Apr-99,4,1999,16.25,1,,,,,,20,7,10.8,
21-Apr-99,4,1999,13.7,0.5,,,,,,19.5,6.5,7,
25-Apr-99,4,1999,17.5,1.2,0.14,22.4,,4.4,,20,6.6,8.4,
26-Apr-99,4,1999,16.83,0.9,,,,,,20,6.7,6.4,
27-Apr-99,4,1999,13.65,1.2,,,,,,17,6.6,7.4,
4-May-99,5,1999,16,1,,19.3,,1.9,7.2,17,7,5,
5-May-99,5,1999,12.17,0.7,0.04,,,,,20.5,6.9,8.6,
6-May-99,5,1999,8,0.2,,,,,,19.5,6.7,4,
12-May-99,5,1999,13.33,0.2,,10.6,,1.9,,22,6.9,5.4,
13-May-99,5,1999,13.33,0.2,0.01,,,,,21,7,6.4,
14-May-99,5,1999,13.33,0.5,,,,,,19.5,7,3.8,
17-May-99,5,1999,13.33,0.2,,8.6,,2,5.4,20.5,7.1,5.8,
18-May-99,5,1999,13.33,0.2,0.01,,,,,20.5,7.3,4.6,
19-May-99,5,1999,16,0.2,0.01,,,,,21.5,7,8,
20-May-99,5,1999,16,,0.01,,,,,18,7.2,8,
21-May-99,5,1999,13.33,,0.01,,,,,20,7.1,8,
23-May-99,5,1999,13.33,0.3,,7.2,,3.3,,21,7,8,
24-May-99,5,1999,13.33,0.2,0.01,,,,,22,7,8,
25-May-99,5,1999,16.67,0.2,,,,,,20.5,7,5.8,
1-Jun-99,6,1999,16.07,0.1,0.01,6.6,,1.6,11.5,21,7.1,5.2,
2-Jun-99,6,1999,13.33,0.1,,,,,,21,7,6,
3-Jun-99,6,1999,13.65,0.2,,,,,,18,7.1,6.8,
6-Jun-99,6,1999,14,0.2,0.01,7.4,,2.5,,20.5,7,5,
7-Jun-99,6,1999,14,0.3,,,,,,22,6.8,3,
8-Jun-99,6,1999,13.67,0.2,,,,,,20,7.1,3.6,
16-Jun-99,6,1999,15.28,0.4,0.01,4.9,,0.1,9,22.5,7.3,3.2,
17-Jun-99,6,1999,13,0.1,,,,,,22,7.2,3.8,
18-Jun-99,6,1999,13,0.3,,,,,,23,7.2,3.8,
22-Jun-99,6,1999,13.38,0.4,0.01,0.5,,1.1,,24,7.2,5.8,
23-Jun-99,6,1999,13.68,0.2,,,,,,26,7.2,7.2,
24-Jun-99,6,1999,11.25,0.2,,,,,,22.5,7.3,7,
27-Jun-99,6,1999,13.3,0.2,0.01,0.6,,0.1,7.1,23,7.3,4.2,
28-Jun-99,6,1999,13.32,0.2,,,,,,23,7.2,7.4,
29-Jun-99,6,1999,11.62,0.1,,,,,,25,7.2,5,
4-Jul-99,7,1999,13.98,,,,,,5.9,22,7.2,5,
7-Jul-99,7,1999,5.48,0.6,,,,,,,,3.6,
8-Jul-99,7,1999,13.82,0.1,0.01,5.8,,2.5,,23,7.2,3.2,
9-Jul-99,7,1999,17.17,0.1,,,,,,23.5,7.2,3.4,
10-Jul-99,7,1999,13.33,0.1,,,,,,23,7.2,3.8,
13-Jul-99,7,1999,13.3,0.1,0.01,5.8,,1.5,,27.5,7.2,3.8,
14-Jul-99,7,1999,13.38,0.1,,,,,,23.5,7.1,5.4,
15-Jul-99,7,1999,17.68,0.1,,,,,,23,7,2.8,
16-Jul-99,7,1999,8.5,0.1,,,,,,22,7.7,4.6,
21-Jul-99,7,1999,17.02,0.1,0.01,8,,3.4,,20,7,4.8,
22-Jul-99,7,1999,17.63,0.1,,,,,,18,7,4,
23-Jul-99,7,1999,13.65,0.1,,,,,,19,7.2,2,
25-Jul-99,7,1999,13.48,0.1,0.01,7.2,,1.6,1.9,19,7.3,6.8,
26-Jul-99,7,1999,13.23,0.1,,,,,,20,7.1,4.6,
27-Jul-99,7,1999,13.37,0.1,,,,,,18,7.1,4,
4-Aug-99,8,1999,9,0.1,0.01,4.2,,1.5,,21,7.1,3.6,
5-Aug-99,8,1999,13.63,0.2,,,,,,18.5,7.2,4.6,
6-Aug-99,8,1999,11.35,0.2,,,,,,17.5,7,2.2,
10-Aug-99,8,1999,11.41,0.1,0.01,8,,2.2,,17.5,7.1,5.4,
11-Aug-99,8,1999,11.05,0.1,,,,,,18,7,5,
12-Aug-99,8,1999,10.91,0.1,,,,,,17,7.1,6.2,
15-Aug-99,8,1999,11.4,0.1,0.01,5.6,,0.6,11.8,18.5,7,4.2,
16-Aug-99,8,1999,11.41,0.1,,,,,,18.5,7,3.6,
17-Aug-99,8,1999,11.16,0.1,,,,,,18,6.9,3.6,
23-Aug-99,8,1999,14.75,0.1,0.01,5.3,,2.1,13.3,20,8.3,6.2,
24-Aug-99,8,1999,13.36,0.2,,,,,,19,6.9,5.4,
25-Aug-99,8,1999,12.21,0.1,,,,,,20,7.1,4.8,
1-Sep-99,9,1999,11.61,0.6,0.01,10.7,,0.4,4.1,22,6.9,4.4,
2-Sep-99,9,1999,12.82,0.3,,,,,,17,7,4.8,
3-Sep-99,9,1999,13.57,0.4,,,,,,20,6.9,3.6,
7-Sep-99,9,1999,14,0.2,0.01,8.9,,2.8,,19,6.9,4.8,
8-Sep-99,9,1999,14.25,0.3,,,,,,17.5,7,4.4,
9-Sep-99,9,1999,14.96,0.7,,,,,,17,6.9,4.2,
13-Sep-99,9,1999,14.79,0.8,0.03,13.1,,2.4,,19.5,7.1,5.2,
14-Sep-99,9,1999,12.85,0.9,,,,,,19,7.1,2.8,
15-Sep-99,9,1999,14.52,0.6,,,,,,20,7.1,4.8,
19-Sep-99,9,1999,13.74,1.1,0.05,14.3,,2.5,4.7,19.5,7,4,
20-Sep-99,9,1999,12.97,1.3,,,,,,19.5,7.1,4.6,
21-Sep-99,9,1999,13.78,1,,,,,,19.5,7.1,4.4,
28-Sep-99,9,1999,10.57,1.2,0.16,22,,4,,19,7,2.4,
29-Sep-99,9,1999,10.59,1.2,,,,,,21.5,6.9,3.8,
30-Sep-99,9,1999,10.33,1.2,,,,,,21,6.9,4.2,
6-Oct-99,10,1999,14.84,6.4,0.41,13.7,,0.1,9.5,20.5,7,3.2,
7-Oct-99,10,1999,15,6.3,,,,,,20,6.9,4.2,
8-Oct-99,10,1999,13.32,3.7,,,,,,19.5,6.9,1.8,
12-Oct-99,10,1999,15.2,3.8,0.44,21.2,,0.9,,19.5,7,6,
13-Oct-99,10,1999,14.63,4.9,,,,,,19.5,7,4.6,
14-Oct-99,10,1999,15.27,5,,,,,,20,7,5.2,
17-Oct-99,10,1999,14.8,4.7,0.58,23.4,,2.7,9.4,18,6.9,4.4,
18-Oct-99,10,1999,14.76,5.6,,,,,,19,7.1,4.4,
19-Oct-99,10,1999,13.34,4.6,,,,,,17.5,7.1,3.2,
25-Oct-99,10,1999,13.15,5.4,0.67,17,,2.3,,17.5,7,4,
26-Oct-99,10,1999,14.73,6,,,,,,17,7,3.6,
27-Oct-99,10,1999,13.82,5.9,,,,,,18,6.9,3.8,
1-Nov-99,11,1999,9.65,6.3,,,,,,16.5,6.9,1.6,
3-Nov-99,11,1999,12.97,9.6,0.93,17,,2,10.6,17,6.9,4,
4-Nov-99,11,1999,13.27,10.5,,,,,,16,7,3.2,
5-Nov-99,11,1999,12.11,9.2,,,,,,17,6.9,1.6,
9-Nov-99,11,1999,11.16,6.6,0.92,20.1,,7,,16.5,7,8.8,
10-Nov-99,11,1999,10.51,10,,,,,,13,7,8.2,
11-Nov-99,11,1999,11.94,8.1,,,,,,15.5,6.8,5,
15-Nov-99,11,1999,13.65,6.7,1.37,18.3,,4.9,9,18,6.9,9.6,
16-Nov-99,11,1999,12.92,5.6,,,,,,17,6.8,8.2,
17-Nov-99,11,1999,11.83,4.8,,,,,,16,6.9,7.8,
21-Nov-99,11,1999,15.82,8.4,1.2,16.6,,5.2,,12.5,7,11,
22-Nov-99,11,1999,15.71,9,,,,,,14,6.9,9.2,
23-Nov-99,11,1999,14.03,7.4,,,,,,14.5,6.9,10.4,
1-Dec-99,12,1999,15.35,10,1.1,16.4,,1.8,4.4,13.5,7.1,11,
2-Dec-99,12,1999,15.76,8.8,,,,,,15,7,10.4,
3-Dec-99,12,1999,16.32,12.6,,,,,,15,7.1,11.2,
6-Dec-99,12,1999,16.59,12.3,0.96,13.8,,1.7,,15,7.1,11,
7-Dec-99,12,1999,16.64,10.1,,,,,,14,7,10.8,
8-Dec-99,12,1999,16.47,14,,,,,,12.5,7,11.6,
14-Dec-99,12,1999,16.57,12.7,1.1,11.5,,3.1,4.3,10.5,7,9.4,
15-Dec-99,12,1999,16.13,13.2,,,,,,10.5,7.1,9.6,
16-Dec-99,12,1999,16.69,12.4,,,,,,12,7.1,9,
19-Dec-99,12,1999,16.8,12.1,0.95,15.6,,2.8,,11,7.2,9.4,
20-Dec-99,12,1999,16.29,11.5,,,,,,12.5,7.5,7.4,
21-Dec-99,12,1999,16.34,10.4,,,,,,12,7.2,8.8,
28-Dec-99,12,1999,12.38,12.3,0.88,,,4.3,,12.5,7,9,
29-Dec-99,12,1999,12.43,10.7,,,,,,12.5,7.3,9,
30-Dec-99,12,1999,16.14,12.6,,,,,,10.5,7.2,10.8,
1-Jan-00,1,2000,8.24,11.1,,,,,,10.5,7.1,10.4,
5-Jan-00,1,2000,16.3,10.6,1.03,12.5,,4.2,3.9,11,7.2,10.6,
6-Jan-00,1,2000,16.34,10.4,,,,,,10.5,7.2,11.4,
7-Jan-00,1,2000,16.35,12,,,,,,13.5,7,8.6,
11-Jan-00,1,2000,15.9,7.5,1.09,14.4,,4.6,,13,7.1,12.4,
12-Jan-00,1,2000,16.35,8,,,,,,12.5,7,12.2,
13-Jan-00,1,2000,16.33,7.3,,,,,,14,7,12.4,
17-Jan-00,1,2000,12.28,7.5,1,18.6,,6.4,,12,7,14.6,
18-Jan-00,1,2000,15.79,5.5,,,,,,13.5,7,18.8,
19-Jan-00,1,2000,16.68,5,,,,,,15,6.8,14.6,
23-Jan-00,1,2000,17.68,5.8,0.73,19,,4,,15,6.8,16.6,
24-Jan-00,1,2000,19.39,5.9,,,,,,14.5,6.9,7.6,
25-Jan-00,1,2000,20.81,8.5,,,,,,13.5,6.9,8.4,
1-Feb-00,2,2000,23.35,8.4,0.75,,,6.8,4.6,13.5,7.1,11,
2-Feb-00,2,2000,22.92,8.8,,,,,,14.5,7,9.4,
3-Feb-00,2,2000,22.48,8.7,,14.5,,,,14.5,7.2,8.4,
9-Feb-00,2,2000,22.79,12.4,0.85,12.5,,3.7,,14,7.7,9.4,
10-Feb-00,2,2000,23.6,13.8,,,,,,14,7.2,10.8,
11-Feb-00,2,2000,22.41,12.9,,,,,,14,7.1,8.4,
13-Feb-00,2,2000,23.54,11.4,0.74,11,,5.2,,12,7.3,10.6,
14-Feb-00,2,2000,23.71,11.7,,,,,,14,7.3,12,
15-Feb-00,2,2000,22.94,10.4,,,,,,14,7.2,12.2,
23-Feb-00,2,2000,22.14,12.4,0.7,10.4,,1.6,,12,7.2,9.8,
24-Feb-00,2,2000,23.26,13,,,,,,12.5,7.2,9.8,
25-Feb-00,2,2000,20.39,11.2,,,,,,13,7.1,7.4,
29-Feb-00,2,2000,20.64,8.9,0.83,5.1,,2,3.4,13,7.2,10,
1-Mar-00,3,2000,20.98,7.8,,,,,,13,7.1,12.8,
2-Mar-00,3,2000,20.39,6.9,,,,,,13,7,17.6,
5-Mar-00,3,2000,19.73,8.2,0.8,7,,3.4,,12.5,7,9.6,
6-Mar-00,3,2000,19.65,8,,,,,,12.5,7.1,11.4,
7-Mar-00,3,2000,19.99,10.2,,,,,,13.5,7.1,9.4,
15-Mar-00,3,2000,19.53,3.9,0.77,13.1,,3.5,,16,7.2,13.2,
16-Mar-00,3,2000,20.3,3.7,,,,,,17,7.4,10.2,
17-Mar-00,3,2000,20.24,3.9,,,,,,17,7.1,8.8,
20-Mar-00,3,2000,20.23,4.3,0.74,12,,3.9,,16,7.4,9,
21-Mar-00,3,2000,19.16,4.2,,,,,,14.5,7.2,8.6,
22-Mar-00,3,2000,19.74,3.5,,,,,,18,7.2,4.7,
26-Mar-00,3,2000,18.09,4.4,0.79,12.9,,4.7,,15.5,7.1,6.8,
27-Mar-00,3,2000,16.59,6.1,,,,,,14,7.1,7,
28-Mar-00,3,2000,15.71,5.5,,,,,,14,7.2,6.2,
4-Apr-00,4,2000,15.1,1.7,0.78,17.1,,1.5,3.9,18,6.9,8,
5-Apr-00,4,2000,14.2,1.5,,,,,,18,6.9,6.5,
6-Apr-00,4,2000,13.71,1,,,,,,17.5,6.9,6.4,
9-Apr-00,4,2000,14.39,0.4,0.03,15.4,,3.6,,17,7,6.2,
10-Apr-00,4,2000,13.82,0.2,,,,,,18,6.7,7.4,
11-Apr-00,4,2000,11.68,0.1,,,,,,17,6.9,7.2,
19-Apr-00,4,2000,13.88,0.7,0.05,16.5,,3,,17,7.1,8,
20-Apr-00,4,2000,13.97,0.4,,,,,,17,7.3,7.9,
21-Apr-00,4,2000,13.55,0.3,,,,,,19.5,6.9,7.4,
24-Apr-00,4,2000,13.49,3.3,0.23,18.8,,1.5,,19,7.1,7.4,
25-Apr-00,4,2000,13.08,1.2,,,,,,16.5,7,8,
26-Apr-00,4,2000,13.83,0.8,,,,,,19.5,7.1,6.2,
2-May-00,5,2000,14.14,0.7,0.02,5.5,,1.1,4.1,19,7.1,7.4,
3-May-00,5,2000,13.51,0.3,,,,,,19.5,7.1,6.8,
4-May-00,5,2000,14.06,0.1,,,,,,18.5,7.2,7.2,
10-May-00,5,2000,12.06,1.3,0.2,8.2,,4.1,,17.5,7,6.4,
11-May-00,5,2000,11.96,0.8,,,,,,16.5,7.1,6.4,
12-May-00,5,2000,11.38,1.2,,,,,,17,7.1,5.8,
15-May-00,5,2000,11.14,1.3,0.24,6.5,,4.8,,17.5,7.2,8.2,
16-May-00,5,2000,12.03,1.5,,,,,,16,7.1,6.8,
17-May-00,5,2000,11.93,1.2,,,,,,17.5,7.1,9.4,
21-May-00,5,2000,12.45,0.7,0.04,5,,3.4,,25,7.1,9,
22-May-00,5,2000,12.91,0.6,,,,,,24,7.1,9.2,
23-May-00,5,2000,13.58,0.9,,,,,,23.5,6.9,8.4,
29-May-00,5,2000,13.36,1.1,0.26,12,,2.8,,19.5,7,12,
30-May-00,5,2000,13.82,1.3,,,,,,20,7,11.4,
31-May-00,5,2000,13.05,1.3,,,,,,20.5,7,10.4,
6-Jun-00,6,2000,13.5,0.9,0.17,11.8,,3.2,4,20.5,7,9.8,
7-Jun-00,6,2000,13.48,0.9,,,,,,20.5,7,11.2,
8-Jun-00,6,2000,13.54,1.6,,,,,,18.5,7,10,
14-Jun-00,6,2000,13.27,0.5,0.03,8.9,,4.3,,26,6.9,8.6,
15-Jun-00,6,2000,13.21,0.7,,,,,,25,6.9,8,
16-Jun-00,6,2000,13.16,0.6,,,,,,19.5,6.9,8.4,
19-Jun-00,6,2000,12.71,0.6,0.17,14.1,,3.6,,24,7.1,9,
20-Jun-00,6,2000,13.5,0.6,,,,,,23,7.1,9.4,
21-Jun-00,6,2000,13.35,0.5,,,,,,24,7.1,8.8,
25-Jun-00,6,2000,7.55,0.2,0.02,9.7,,3.5,,21.5,7.1,11.8,
26-Jun-00,6,2000,6.41,0.3,,,,,,25,6.9,13.4,
27-Jun-00,6,2000,7.05,0.2,,,,,,22.5,7,11.4,
1-Jul-00,7,2000,13.4,0.5,,,,,,21.5,7.1,9.6,
5-Jul-00,7,2000,16.15,0.4,0.01,,,1.8,,20,7.2,9.4,
6-Jul-00,7,2000,15.49,0.1,,,,,,20,7.1,11,
7-Jul-00,7,2000,14.24,0.5,,,,,,20,7,6.2,
10-Jul-00,7,2000,15.3,0.6,,8.1,,2.9,,23,7,7.4,
11-Jul-00,7,2000,15.73,0.6,,,,,,22,7.3,7,
12-Jul-00,7,2000,15.4,0.9,,,,,,23,7.2,5.4,
18-Jul-00,7,2000,15.74,1.4,0.18,9.5,,2.6,,20,7.3,10.6,
19-Jul-00,7,2000,15.39,1,,,,,16.6,22,7.4,11,
20-Jul-00,7,2000,16.44,0.5,,,,,,20,7.5,11.6,
23-Jul-00,7,2000,17.35,1.1,0.04,9.6,,2.7,,22.5,6.8,10.8,
24-Jul-00,7,2000,17.05,0.6,,,,,,24,7.3,10,
25-Jul-00,7,2000,17.02,0.5,,,,,,22.5,7.4,11.6,
27-Jul-00,7,2000,7.93,0.8,,,,,,,,10.8,
1-Aug-00,8,2000,15.54,0.2,0.01,6.5,,,,25.5,7.3,11.4,
2-Aug-00,8,2000,15.81,0.5,0.01,,,,,25.5,7,9.8,
3-Aug-00,8,2000,16.02,0.4,,,,,,25,7,10.4,
9-Aug-00,8,2000,11.64,0.2,,8,,,15.6,23,7.8,8.2,
10-Aug-00,8,2000,11.58,0.1,0.01,,,,,23,7.1,11.2,
11-Aug-00,8,2000,10.46,0.1,,,,,,22.5,7.2,1.2,
14-Aug-00,8,2000,9.75,1.6,0.01,3.4,,,,23.5,7.2,9.6,
15-Aug-00,8,2000,9.17,0.2,,,,,,23.5,7.1,7.6,
16-Aug-00,8,2000,7.64,0.2,,,,,,23.5,7.1,7.2,
22-Aug-00,8,2000,12.96,0.2,0.01,2.7,,,,22.5,7,9,
23-Aug-00,8,2000,12.76,0.2,,,,,,22.5,7,8.6,
24-Aug-00,8,2000,13.05,0.1,,,,,,22.5,7,9,
27-Aug-00,8,2000,13.2,0.1,0.01,8.7,,,,22.5,7,8.6,
28-Aug-00,8,2000,12.91,0.2,,,,,,23,6.9,9.8,
29-Aug-00,8,2000,13.17,0.2,,,,,,23,7,9.8,
6-Sep-00,9,2000,13.36,1,0.04,5.4,,3.8,4.4,20.5,7.2,8.8,
7-Sep-00,9,2000,13.52,0.4,0.04,,,,,23.5,7.3,8.2,
8-Sep-00,9,2000,13.48,1,,,,,,22.5,7.3,8.4,
13-Sep-00,9,2000,12.74,0.5,0.04,11.6,,4.2,,23,7.1,6.4,
14-Sep-00,9,2000,11.77,0.2,,,,,,23.5,6.8,2.6,
15-Sep-00,9,2000,11.89,0.4,,,,,,23.5,7,1.6,
18-Sep-00,9,2000,9.8,0.5,0.01,13.5,,4.1,,24,7.2,2.4,
19-Sep-00,9,2000,10.68,0.4,,,,,,22,6.5,1.6,
20-Sep-00,9,2000,9.76,1.1,,,,,,24,7.1,3.4,
24-Sep-00,9,2000,8.47,1.4,0.12,19.9,,1.3,,22.5,6.9,3.8,
25-Sep-00,9,2000,8.4,2.2,,,,,,23,6.8,7.6,
26-Sep-00,9,2000,7.37,1.4,,,,,,22.5,7.2,7,
3-Oct-00,10,2000,13,6.7,0.39,15,,0.7,5.2,22,7.2,3.9,
4-Oct-00,10,2000,13.05,5.4,,,,,,22,7.2,4.2,
5-Oct-00,10,2000,15.25,7.8,,,,,,22,7.1,4.3,
9-Oct-00,10,2000,18.68,7.4,0.92,12.6,,2.8,,21,7.2,7.5,
10-Oct-00,10,2000,13.61,8.6,,,,,,22,7.2,5.7,
11-Oct-00,10,2000,12.63,7.9,,,,,,18,7.1,1.9,
15-Oct-00,10,2000,15.11,6.9,,12.1,,0.5,,18,7.1,4.9,
16-Oct-00,10,2000,15.96,5.2,,,,,,20,7,5.6,
17-Oct-00,10,2000,16.75,4.7,1.15,,,,,19.5,7.2,5.8,
25-Oct-00,10,2000,13.76,8.4,1.01,10.5,,1.7,,17.5,7,8.6,
26-Oct-00,10,2000,14.14,12.5,,,,,,17,7.1,6.7,
31-Oct-00,10,2000,17.28,10.9,0.97,7.2,,2,,15.5,7.2,9,
1-Nov-00,11,2000,17.23,11,,,,,,15.5,7.3,10.6,
2-Nov-00,11,2000,17.19,10.8,,,,,,15.5,7.1,10.4,
5-Nov-00,11,2000,13.59,13.9,1.03,7.4,,1.4,4.5,17,7.1,9.6,
6-Nov-00,11,2000,16.27,11.8,,,,,,17,7.3,6.5,
7-Nov-00,11,2000,8.37,12.9,,,,,,,,7,
14-Nov-00,11,2000,15.01,10.1,0.72,9.2,,9.9,,10.5,7.2,7.6,
15-Nov-00,11,2000,15.02,11.2,,,,,,10.5,7.2,7.5,
16-Nov-00,11,2000,16.16,13.6,,,,,,12,7.3,8.1,
19-Nov-00,11,2000,16.63,12.9,0.68,5.6,,15.2,,13,7.4,7.7,
20-Nov-00,11,2000,16.6,14.3,,,,,,12.5,7.3,8.4,
21-Nov-00,11,2000,17.16,12.2,,,,,,12.3,7.3,7.8,
