Date,Month,Year,pH,Flow,Temp,Flow_gal,TP,TSS,NH3,TKN,NO2,NO3
1/30/2006,1,2006,7.33,54,19.7,54000000,,7,17.2,,,
1/31/2006,1,2006,7.38,52,19.9,51890000,,5,19,,,
2/1/2006,2,2006,7.38,52,19.8,51710000,,4,20.5,,,
2/2/2006,2,2006,7.24,51,20,50680000,0.6,5,20.5,22.4,0.09,0.45
2/3/2006,2,2006,7.29,52,20,52110000,,6,19.7,,,
2/4/2006,2,2006,7.3,52,20.2,52000000,,6,19.3,,,
2/5/2006,2,2006,7.26,51,19.6,51370000,,8,19.4,,,
2/6/2006,2,2006,7.49,49,19.7,48930000,,8,19,,,
2/7/2006,2,2006,7.43,49,20.5,48520000,,6,20.3,,,
2/8/2006,2,2006,7.29,48,19.7,47960000,,5,21.4,,,
2/9/2006,2,2006,7.37,49,20.6,48680000,0.89,5,20.6,22.6,0.1,0.55
2/10/2006,2,2006,7.15,50,20.5,49760000,,5,21.6,,,
2/11/2006,2,2006,7.31,48,20.1,47680000,,6,20.5,,,
2/12/2006,2,2006,7.34,38,20.9,37930000,,6,20,,,
2/13/2006,2,2006,7.3,48,20.7,47700000,,6,19.5,,,
2/14/2006,2,2006,7.44,46,20.8,46310000,,5,20.4,,,
2/15/2006,2,2006,7.66,46,20.1,45730000,,5,20.4,,,
2/16/2006,2,2006,7.25,45,19.7,45300000,0.62,5,20.8,22.9,0.11,0.48
2/17/2006,2,2006,7.24,46,19.3,45970000,,5,21.3,,,
2/18/2006,2,2006,7.35,46,19.6,46200000,,7,21.4,,,
2/19/2006,2,2006,7.33,45,19.9,44660000,,7,19.5,,,
2/20/2006,2,2006,7.27,45,20.1,45200000,,6,19.8,,,
2/21/2006,2,2006,7.31,45,18,44600000,,6,20.4,,,
2/22/2006,2,2006,7.36,44,20.1,44300000,,5,20.9,,,
2/23/2006,2,2006,7.4,46,19.7,46120000,,5,22.1,,,
2/24/2006,2,2006,7.3,44,20,44350000,0.66,6,21.6,23.8,0.07,0.45
2/25/2006,2,2006,7.36,46,20.1,45700000,,7,22.5,,,
2/26/2006,2,2006,7.41,48,19.6,48220000,,9,21.6,,,
2/27/2006,2,2006,7.27,57,20,57000000,,10,20.6,,,
2/28/2006,2,2006,7.28,65,19.4,64700000,,8,17.6,,,
3/1/2006,3,2006,7.38,57,19.5,57000000,,7,15.6,,,
3/2/2006,3,2006,7.31,60,19.3,60000000,0.71,7,17,18.8,0.06,0.49
3/3/2006,3,2006,7.25,62,18.9,62000000,,7,16.7,,,
3/4/2006,3,2006,7.45,58,19.1,57500000,,7,16.1,,,
3/5/2006,3,2006,7.39,58,18.5,57900000,,7,16.6,,,
3/6/2006,3,2006,7.47,81,18.3,80600000,,10,16.4,,,
3/7/2006,3,2006,7.24,67,18.7,67000000,,8,10.6,,,
3/8/2006,3,2006,7.7,64,18.9,64100000,,8,12.6,,,
3/9/2006,3,2006,7.4,59,18.9,59000000,1.05,9,14.4,16.2,0.06,0.46
3/10/2006,3,2006,7.4,63,18.9,63270000,,10,15.6,,,
3/11/2006,3,2006,7.42,61,18.6,60700000,,9,16.5,,,
3/12/2006,3,2006,7.57,64,18.5,64000000,,8,15.7,,,
3/13/2006,3,2006,7.47,67,18.8,67000000,1.18,8,14.6,16.5,0.06,0.39
3/14/2006,3,2006,7.08,74,18.7,74410000,,8,14.3,,,
3/15/2006,3,2006,7.38,66,18.8,66240000,,6,12.5,,,
3/16/2006,3,2006,7.48,65,19.1,64540000,,6,14.4,,,
3/17/2006,3,2006,7.36,76,18.9,75660000,,7,15.7,,,
3/18/2006,3,2006,7.57,74,18.7,73990000,,9,13.4,,,
3/19/2006,3,2006,7.34,69,18.5,69040000,,11,13.6,,,
3/20/2006,3,2006,7.43,66,18.6,65990000,,9,13.9,,,
3/21/2006,3,2006,7.18,67,19.1,66540000,,7,15.2,,,
3/22/2006,3,2006,7.42,62,19.1,61680000,,7,14.7,,,
3/23/2006,3,2006,7.38,62,19.9,62280000,,6,16.1,,,
3/24/2006,3,2006,7.43,63,19.9,62570000,,8,15.8,,,
3/25/2006,3,2006,7.25,85,18.8,84540000,,6,15.7,,,
3/26/2006,3,2006,7.31,82,19.2,81900000,,6,9.4,,,
3/27/2006,3,2006,7.31,75,19.3,74870000,,7,11.5,,,
3/28/2006,3,2006,7.37,74,19,74390000,,6,12.8,,,
3/29/2006,3,2006,7.24,75,16,74800000,,6,13.7,,,
3/30/2006,3,2006,7.47,72,18.8,71600000,,9,12.3,,,
3/31/2006,3,2006,7.36,74,18.8,74400000,,6,14.1,,,
4/1/2006,4,2006,7.45,73,19,73450000,,7,13.8,,,
4/2/2006,4,2006,7.33,69,18.8,69400000,,7,12,,,
4/3/2006,4,2006,7.43,84,18.8,83900000,,8,12.3,,,
4/4/2006,4,2006,7.41,80,20.6,79920000,,8,11.9,,,
4/5/2006,4,2006,7.43,81,19.1,81200000,,7,9.1,,,
4/6/2006,4,2006,7.49,80,19.4,80060000,,7,9.8,11.6,0.16,0.71
4/7/2006,4,2006,7.31,81,19,81130000,,8,11.4,,,
4/8/2006,4,2006,7.44,83,18,83350000,,10,10.5,,,
4/9/2006,4,2006,7.4,76,18.9,75880000,,11,11.1,,,
4/10/2006,4,2006,7.49,72,19.5,71900000,,8,11.5,,,
4/11/2006,4,2006,7.51,72,19.7,72060000,0.96,6,12.8,14.5,0.07,0.67
4/12/2006,4,2006,7.42,82,19.4,81800000,,7,12.5,,,
4/13/2006,4,2006,7.46,82,19.9,81600000,,5,12,,,
4/14/2006,4,2006,7.41,77,20,76780000,,5,11.1,,,
4/15/2006,4,2006,7.52,70,18.7,70000000,,4,13.2,,,
4/16/2006,4,2006,7.5,77,19.1,77060000,,8,13.8,,,
4/17/2006,4,2006,7.42,78,19,78390000,,6,11.2,,,
4/18/2006,4,2006,7.48,70,19.6,70000000,,7,13.1,,,
4/19/2006,4,2006,7.57,66,19.1,65520000,,6,12.5,,,
4/20/2006,4,2006,7.48,65,20.3,64600000,0.56,6,13.9,15.7,0.07,0.67
4/21/2006,4,2006,6.73,63,20.7,62820000,,6,14.9,,,
4/22/2006,4,2006,7.49,61,19.5,60530000,,7,14.2,,,
4/23/2006,4,2006,7.51,60,20,60360000,,7,15.2,,,
4/24/2006,4,2006,7.27,57,19.6,56630000,1.17,6,16,18.1,0.08,0.78
4/25/2006,4,2006,7.46,56,19.8,56350000,,5,16.1,,,
4/26/2006,4,2006,7.33,60,20.9,60000000,,6,16.9,,,
4/27/2006,4,2006,7.14,55,21.3,55400000,,6,18.8,,,
4/28/2006,4,2006,7.48,54,20.5,53940000,,6,17.6,,,
4/29/2006,4,2006,7.4,54,20.5,54000000,,6,17.7,,,
4/30/2006,4,2006,7.38,55,21.7,54600000,,10,17.9,,,
5/1/2006,5,2006,7.45,53,16.5,53000000,0.98,6,17,19.1,0.09,0.86
5/2/2006,5,2006,7.53,50,20.9,49830000,,6,17.9,,,
5/3/2006,5,2006,7.48,50,16.2,50170000,,5,18.7,,,
5/4/2006,5,2006,7.43,51,17.2,51000000,,4,18.9,,,
5/5/2006,5,2006,7.23,50,20.9,50350000,,4,19.1,,,
5/6/2006,5,2006,7.64,47,20.3,47210000,,5,19.7,,,
5/7/2006,5,2006,7.47,48,21.8,48260000,,7,19.3,,,
5/8/2006,5,2006,7.58,51,18.8,50810000,,5,18.1,,,
5/9/2006,5,2006,7.56,48,18.7,48020000,,5,18.1,,,
5/10/2006,5,2006,7.49,48,17,48000000,,7,19.4,,,
5/11/2006,5,2006,7.7,48,17.7,47520000,0.68,6,20,22,0.14,0.63
5/12/2006,5,2006,7.29,48,17.7,47750000,,5,20.9,,,
5/13/2006,5,2006,7.36,47,21,47040000,,7,20.9,,,
5/14/2006,5,2006,7.37,48,22,47770000,,6,20,,,
5/15/2006,5,2006,7.31,46,18.3,46440000,,6,18.8,,,
5/16/2006,5,2006,8.11,45,18.5,44750000,0.79,6,17.9,19.9,0.09,0.6
5/17/2006,5,2006,7.26,45,19.1,45280000,,6,20.3,,,
5/18/2006,5,2006,7.41,49,17.5,49000000,,5,20.5,,,
5/19/2006,5,2006,7.36,46,18.1,46450000,,4,21,,,
5/20/2006,5,2006,7.58,47,21.5,46620000,,5,20.5,,,
5/21/2006,5,2006,7.5,49,21.8,48510000,,5,19.8,,,
5/22/2006,5,2006,7.48,51,18.4,51170000,1.29,6,19,21.4,0.13,0.74
5/23/2006,5,2006,7.46,47,17.6,46680000,,4,18.4,,,
5/24/2006,5,2006,7.35,46,19.5,46290000,,4,19.2,,,
5/25/2006,5,2006,7.43,46,18.6,45500000,,6,19.3,,,
5/26/2006,5,2006,7.48,45,16,45070000,,6,19.7,,,
5/27/2006,5,2006,7.44,44,21.5,44460000,,7,19.6,,,
5/28/2006,5,2006,7.41,41,22.8,40960000,,9,19.5,,,
5/29/2006,5,2006,7.42,44,17.9,44010000,,8,19.3,,,
5/30/2006,5,2006,7.4,45,22.6,45160000,1.83,9,18.7,21.5,0.13,0.8
5/31/2006,5,2006,7.45,45,22.8,44870000,,8,19.8,,,
6/1/2006,6,2006,7.64,45,19.5,44670000,,7,21.2,,,
6/2/2006,6,2006,7.48,44,23,44390000,,6,19.2,,,
6/3/2006,6,2006,7.43,46,22.5,46070000,,7,19.6,,,
6/4/2006,6,2006,7.33,45,23.9,44990000,,9,19.3,,,
6/5/2006,6,2006,7.35,47,22.5,46560000,,10,20.3,,,
6/6/2006,6,2006,7.35,44,22.5,43540000,,7,20.2,,,
6/7/2006,6,2006,7.57,44,22.6,44240000,1.6,5,22.3,24.6,0.16,0.35
6/8/2006,6,2006,7.56,43,22.1,43460000,,5,20.7,,,
6/9/2006,6,2006,7.23,44,23.1,43590000,,4,20.7,,,
6/10/2006,6,2006,7.67,46,20.5,45970000,,6,20.9,,,
6/11/2006,6,2006,7.56,45,23.1,45160000,,7,19.7,,,
6/12/2006,6,2006,7.4,46,21.9,45930000,1.7,11,21.1,,0.33,0.4
6/13/2006,6,2006,7.42,44,22,44300000,,6,20.5,,,
6/14/2006,6,2006,7.38,44,22.2,43620000,,7,22.3,,,
6/15/2006,6,2006,7.44,44,22.9,44030000,,6,21.5,,,
6/16/2006,6,2006,7.44,45,22.9,44990000,,7,20.8,,,
6/17/2006,6,2006,7.57,43,23.1,42910000,,9,19.7,,,
6/18/2006,6,2006,7.4,43,24.9,42760000,,10,19.2,,,
6/19/2006,6,2006,7.38,44,22,44150000,1.4,8,19,22,0.47,0.42
6/20/2006,6,2006,7.39,44,23.9,43500000,,7,19.5,,,
6/21/2006,6,2006,7.54,41,23,40990000,,8,20,,,
6/22/2006,6,2006,7.4,42,24.6,41840000,,7,20,,,
6/23/2006,6,2006,7.38,42,23.5,41930000,,9,20.1,,,
6/24/2006,6,2006,7.16,41,23.7,41330000,,8,18.4,,,
6/25/2006,6,2006,7.38,40,24.4,40300000,,10,18.1,,,
6/26/2006,6,2006,7.36,43,24.7,42830000,1.45,9,17.3,19.9,0.94,0.58
6/27/2006,6,2006,7.4,43,23.4,43040000,,9,17.7,,,
6/28/2006,6,2006,7.36,41,21.5,41260000,,8,17.7,,,
6/29/2006,6,2006,7.29,44,22.9,44370000,,10,17.7,,,
6/30/2006,6,2006,7.46,42,22.9,42260000,,8,19.2,,,
7/1/2006,7,2006,7.5,40,23,40130000,,9,17.8,,,
7/2/2006,7,2006,7.41,38,24.8,38380000,,9,17.5,,,
7/3/2006,7,2006,7.46,38,23,38480000,,11,16.6,,,
7/4/2006,7,2006,7.61,39,23.3,38960000,,8,16.7,,,
7/5/2006,7,2006,7.26,38,23.2,38240000,,7,17.8,,,
7/6/2006,7,2006,7.39,41,17.9,40730000,1.49,7,18.4,20.9,1.3,0.54
7/7/2006,7,2006,7.22,38,24.9,38370000,,2,16.7,,,
7/8/2006,7,2006,7.32,40,23.8,40060000,,7,18.1,,,
7/9/2006,7,2006,7.27,40,25.2,39880000,,8,17.7,,,
7/10/2006,7,2006,7.3,41,24,40730000,,6,17.2,,,
7/11/2006,7,2006,7.41,42,23.5,41550000,1.34,6,16.7,19,1.6,0.74
7/12/2006,7,2006,7.45,42,23.1,42110000,,5,18.1,,,
7/13/2006,7,2006,7.44,40,24.5,40340000,,5,17.4,,,
7/14/2006,7,2006,7.36,39,24,39300000,,6,17.9,,,
7/15/2006,7,2006,7.31,40,23.9,40180000,,6,17.2,,,
7/16/2006,7,2006,7.35,39,26,38520000,,7,16.3,,,
7/17/2006,7,2006,7.24,40,26.2,39850000,,6,17,,,
7/18/2006,7,2006,7.4,41,26.7,41100000,1.4,4,16.3,18.7,1.9,
7/19/2006,7,2006,7.39,41,24.4,40530000,,4,15.6,,,
7/20/2006,7,2006,7.43,43,24.5,42750000,,5,15.2,,,
7/21/2006,7,2006,7.46,41,25.1,41270000,,6,15.8,,,
7/22/2006,7,2006,7.34,39,23.9,39260000,,7,14.4,,,
7/23/2006,7,2006,7.3,40,27,40110000,,8,12.8,,,
7/24/2006,7,2006,7.45,41,25.6,41290000,1.63,6,13.6,16,3,1.84
7/25/2006,7,2006,7.34,42,25.7,41790000,,6,12.3,,,
7/26/2006,7,2006,7.41,43,24.6,42860000,,6,12.9,,,
7/27/2006,7,2006,7.4,42,24.4,42400000,,8,12.9,,,
7/28/2006,7,2006,7.39,41,24.6,41470000,,6,15.6,,,
7/29/2006,7,2006,7.43,41,24.2,41360000,,7,15.9,,,
7/30/2006,7,2006,7.3,42,25.6,41610000,,9,15.8,,,
7/31/2006,7,2006,7.3,43,24.1,42900000,1.68,7,16.1,18.8,1.06,0.28
8/1/2006,8,2006,7.3,41,24.5,40710000,,7,16.7,,,
8/2/2006,8,2006,7.3,40,24,39730000,,7,18.3,,,
8/3/2006,8,2006,7.43,39,24.5,39160000,,19,17.2,,,
8/4/2006,8,2006,7.43,40,23.6,39560000,,6,19.6,,,
8/5/2006,8,2006,7.54,40,24,40090000,,5,16.1,,,
8/6/2006,8,2006,7.37,38,26,38090000,,7,17.6,,,
8/7/2006,8,2006,7.33,38,23.5,38110000,,7,18.1,,,
8/8/2006,8,2006,7.58,39,23.9,39450000,1.3,6,18.5,20.7,,
8/9/2006,8,2006,7.36,39,25.2,38850000,,5,18.9,,,
8/10/2006,8,2006,7.52,42,24.6,42370000,,6,20.7,,,
8/11/2006,8,2006,7.32,41,24.1,41000000,,6,18.7,,,
8/12/2006,8,2006,7.36,41,24.3,41100000,,5,19.3,,,
8/13/2006,8,2006,7.48,40,25.7,39540000,,7,19.3,,,
8/14/2006,8,2006,7.48,40,20.5,39880000,,6,18.1,,,
8/15/2006,8,2006,7.5,40,23.2,39880000,1.49,6,18.4,20.9,1.12,0.8
8/16/2006,8,2006,7.31,40,23.1,39770000,,5,18.3,,,
8/17/2006,8,2006,7.5,42,24.1,41610000,,6,20.3,,,
8/18/2006,8,2006,7.43,41,23.8,40850000,,6,19,,,
8/19/2006,8,2006,7.14,41,25.8,40950000,,6,19.2,,,
8/20/2006,8,2006,7.3,40,25.9,40050000,,7,18.1,,,
8/21/2006,8,2006,7.33,41,23.6,41470000,,6,17,,,
8/22/2006,8,2006,7.51,38,24.6,38430000,,5,17.8,,,
8/23/2006,8,2006,7.55,40,24,40150000,,12,18.5,,,
8/24/2006,8,2006,7.59,41,18.5,40650000,,4,15.5,,,
8/25/2006,8,2006,7.55,41,18,40860000,,5,17.6,,,
8/26/2006,8,2006,7.4,42,24.1,41660000,,8,16.9,,,
8/27/2006,8,2006,7.45,40,25.5,39980000,,10,16.7,,,
8/28/2006,8,2006,7.4,41,19.2,40900000,,10,19.2,,,
8/29/2006,8,2006,7.37,37,24,37380000,,10,19.2,,,
8/30/2006,8,2006,7.2,38,24.8,37900000,,8,18.7,,,
8/31/2006,8,2006,7.42,39,25,39130000,,9,,,,
9/1/2006,9,2006,7.46,39,23.7,39410000,0.9,10,18.7,,1.37,0.74
9/2/2006,9,2006,7.41,39,23.8,38890000,,10,18,,,
9/3/2006,9,2006,7.33,37,24.6,36970000,,12,17.9,,,
9/4/2006,9,2006,7.36,39,24.1,39300000,,11,18.7,,,
9/5/2006,9,2006,7.42,43,24.1,42570000,,9,17.9,,,
9/6/2006,9,2006,7.47,40,24.4,40350000,,9,18.3,,,
9/7/2006,9,2006,7.49,42,24.5,41580000,,9,18.7,,,
9/8/2006,9,2006,7.29,41,23.6,41070000,,7,18.7,,,
9/9/2006,9,2006,7.49,41,23.4,40860000,,7,20.3,,,
9/10/2006,9,2006,7.41,40,25.5,40340000,,9,20,,,
9/11/2006,9,2006,7.42,41,24.7,40790000,1.42,12,19.3,22.4,0.4,0.72
9/12/2006,9,2006,7.5,39,25.3,39260000,,11,18.6,,,
9/13/2006,9,2006,7.6,40,24.5,39870000,,10,20.3,,,
9/14/2006,9,2006,7.59,40,22.6,40150000,,7,21.1,,,
9/15/2006,9,2006,7.36,40,22.8,40200000,,9,21.4,,,
9/16/2006,9,2006,7.4,39,24.6,39310000,,11,22,,,
9/17/2006,9,2006,7.43,23,25.6,22800000,,17,21.7,,,
9/18/2006,9,2006,7.39,31,24.3,31300000,,18,18,,,
9/19/2006,9,2006,7.34,42,24.4,41800000,,17,20.6,,,
9/20/2006,9,2006,7.41,44,24.4,43570000,1.3,11,22.1,24.7,0.1,0.5
9/21/2006,9,2006,7.45,43,24.5,42800000,,9,22.5,,,
9/22/2006,9,2006,7.42,43,24.3,43060000,,6,20.7,,,
9/23/2006,9,2006,7.31,41,23.6,41460000,,7,22,,,
9/24/2006,9,2006,7.32,42,25.5,42280000,,6,20.5,,,
9/25/2006,9,2006,7.25,45,25.2,45030000,,9,20,,,
9/26/2006,9,2006,7.51,41,24.4,41270000,0.5,6,16.8,19.1,1.94,1.2
9/27/2006,9,2006,7.23,41,24.4,41290000,,7,16.7,,,
9/28/2006,9,2006,7.52,40,24.1,40220000,,8,14.8,,,
9/29/2006,9,2006,7.81,40,22.4,39630000,,6,14.4,,,
9/30/2006,9,2006,7.42,41,23,41460000,,6,14.9,,,
10/1/2006,10,2006,7.24,43,24.2,42800000,,9,12.4,,,
10/2/2006,10,2006,7.17,43,23.5,42800000,0.65,9,11.5,13.8,4.2,1.8
10/3/2006,10,2006,7.43,40,23.6,40410000,,9,13.3,,,
10/4/2006,10,2006,7.32,41,23.5,41200000,,10,12.4,,,
10/5/2006,10,2006,7.08,42,23.2,42000000,,11,12.3,,,
10/6/2006,10,2006,7.33,40,23.6,40350000,,16,12,,,
10/7/2006,10,2006,7.38,40,23.2,40420000,,17,12.4,,,
10/8/2006,10,2006,7.32,39,24.8,39300000,,13,14,,,
10/9/2006,10,2006,7.4,41,23.9,41190000,,14,13,,,
10/10/2006,10,2006,7.21,39,24.6,38730000,,12,13,,,
10/11/2006,10,2006,7.32,38,23.7,37790000,,9,13.8,,,
10/12/2006,10,2006,7.37,39,23.4,39310000,1.65,10,12.8,15.6,5.05,2.3
10/13/2006,10,2006,7.35,40,23.6,39600000,,9,13.7,,,
10/14/2006,10,2006,7.33,39,24.2,38660000,,10,14.4,,,
10/15/2006,10,2006,7.38,38,23,38030000,,12,15.7,,,
10/16/2006,10,2006,7.33,38,23,37870000,,11,15.5,,,
10/17/2006,10,2006,7.36,37,23,36810000,0.95,8,15.4,18.2,3.15,2.1
10/18/2006,10,2006,7.26,38,23.3,37530000,,9,16.4,,,
10/19/2006,10,2006,7.35,38,23.2,37680000,,10,15.7,,,
10/20/2006,10,2006,7.45,39,24,39260000,,7,16.5,,,
10/21/2006,10,2006,7.45,39,23.4,38790000,,8,16.2,,,
10/22/2006,10,2006,7.37,40,24.5,39740000,,7,15.7,,,
10/23/2006,10,2006,7.14,40,23.8,39770000,,7,14.2,,,
10/24/2006,10,2006,7.37,39,23.5,38620000,,8,15.8,,,
10/25/2006,10,2006,7.39,38,23.3,37810000,1.7,7,16.1,,3,
10/26/2006,10,2006,7.41,39,23.1,39250000,,6,16.5,,,
10/27/2006,10,2006,7.38,38,23.1,38320000,,7,15.9,,,
10/28/2006,10,2006,7.52,39,22.8,38980000,,10,14.3,,,
10/29/2006,10,2006,7.25,39,24,39250000,,10,14.9,,,
10/30/2006,10,2006,7.06,39,23.1,39050000,,13,14.7,,,
10/31/2006,10,2006,7.45,38,22,37670000,,10,15,,,
11/1/2006,11,2006,7.35,36,23.3,36370000,0.73,7,16.5,18.9,3.13,2.2
11/2/2006,11,2006,7.53,40,23.1,40420000,,7,16.1,,,
11/3/2006,11,2006,7.41,40,23.3,40420000,,8,16.4,,,
11/4/2006,11,2006,7.53,40,22.4,40470000,,10,16.1,,,
11/5/2006,11,2006,7.29,40,24,39740000,,9,15.9,,,
11/6/2006,11,2006,7.41,40,23.6,39690000,,8,16.1,,,
11/7/2006,11,2006,7.29,39,23.6,38930000,,7,16.1,,,
11/8/2006,11,2006,7.49,39,23.2,39230000,0.55,6,16.8,19.4,2.75,1.6
11/9/2006,11,2006,7.42,40,22.2,40270000,,6,17.6,,,
11/10/2006,11,2006,7.12,39,21.9,39140000,,6,18.1,,,
11/11/2006,11,2006,7.48,43,22.1,43160000,,8,18.8,,,
11/12/2006,11,2006,7.29,42,23.1,42000000,,6,18.5,,,
11/13/2006,11,2006,7.42,42,22,42000000,,8,18.3,,,
11/14/2006,11,2006,7.43,43,22.4,43000000,0.56,6,19.2,21.8,,
11/15/2006,11,2006,7.26,40,22,40200000,0.56,5,18.6,21.2,1.78,1.5
11/16/2006,11,2006,7.51,42,22.4,42000000,,6,18.3,,,
11/17/2006,11,2006,7.42,43,22.4,43000000,,7,19,,,
11/18/2006,11,2006,7.5,41,22.1,41100000,,6,19.3,,,
11/19/2006,11,2006,7.4,41,22.6,40500000,,7,18.5,,,
11/20/2006,11,2006,7.44,40,22,40000000,0.5,5,16.9,18.8,1.03,
11/21/2006,11,2006,7.36,40,21.8,39800000,,4,17.8,,,
11/22/2006,11,2006,7.36,40,22.1,40100000,,4,16.6,,,
11/23/2006,11,2006,7.4,41,21.1,41200000,,5,17,,,
11/24/2006,11,2006,7.37,39,21.5,39000000,,8,16.9,,,
11/25/2006,11,2006,7.57,39,20.8,39100000,,9,18.7,,,
11/26/2006,11,2006,7.34,42,22.2,41900000,,7,19.2,,,
11/27/2006,11,2006,7.52,41,21.9,41200000,0.53,14,20.4,23.2,1.3,1.4
11/28/2006,11,2006,7.31,41,19.7,41000000,,5,18.5,,,
11/29/2006,11,2006,7.27,39,20.6,39000000,,4,20.2,,,
11/30/2006,11,2006,7.33,38,25.1,38000000,,5,21.7,,,
12/1/2006,12,2006,7.24,38,20.8,37530000,,6,19.6,,,
12/2/2006,12,2006,7.34,39,20.5,39110000,,7,20,,,
12/3/2006,12,2006,7.33,41,21.5,40930000,,6,19.2,,,
12/4/2006,12,2006,7.53,39,21.5,39470000,2.3,6,19.2,21.5,1.1,1.6
12/5/2006,12,2006,7.16,39,20.9,39260000,,7,19,,,
12/6/2006,12,2006,7.45,40,21.5,39570000,,4,20.7,,,
12/7/2006,12,2006,7.44,40,21.1,40150000,,5,21.3,,,
12/8/2006,12,2006,7.49,38,21,38490000,,4,21.3,,,
12/9/2006,12,2006,7.55,45,21.2,45310000,,5,21.7,,,
12/10/2006,12,2006,7.36,46,21.2,46170000,,4,18.9,,,
12/11/2006,12,2006,7.42,42,20.9,42410000,,5,17.6,,,
12/12/2006,12,2006,7.41,52,20.8,52420000,,6,14.9,,,
12/13/2006,12,2006,7.38,43,21.1,43320000,,6,17.2,,,
12/14/2006,12,2006,7.52,43,21.6,43320000,0.35,7,17.4,,0.45,1.46
12/15/2006,12,2006,7.51,43,21,42810000,,4,19.3,,,
12/16/2006,12,2006,7.74,42,20.5,41930000,,4,18.8,,,
12/17/2006,12,2006,7.48,42,21,42070000,,7,18.8,,,
12/18/2006,12,2006,7.41,42,20.5,41510000,,6,18.5,,,
12/19/2006,12,2006,7.65,40,20.1,40100000,0.43,5,18.6,20.5,0.6,1.3
12/20/2006,12,2006,7.51,40,20.2,39910000,,6,19.8,,,
12/21/2006,12,2006,7.56,41,20.6,41000000,,5,19.9,,,
12/22/2006,12,2006,7.39,41,20.4,40760000,,6,19.5,,,
12/23/2006,12,2006,7.33,44,20.3,43670000,,7,17.3,,,
12/24/2006,12,2006,7.32,49,20.3,49230000,,7,17.8,,,
12/25/2006,12,2006,7.31,40,20.3,40100000,,9,17.2,,,
12/26/2006,12,2006,7.42,43,20.4,43250000,,10,19.4,,,
12/27/2006,12,2006,7.3,50,20,49600000,0.5,10,16.9,29.2,0.6,1.2
12/28/2006,12,2006,7.3,43,20.6,42920000,,8,18.3,30.6,,
12/29/2006,12,2006,7.22,42,20.6,42120000,,7,18,,,
12/30/2006,12,2006,7.29,41,19.9,41340000,,6,19.3,,,
12/31/2006,12,2006,7.3,41,20.2,41420000,,6,18.4,,,
1/1/2007,1,2007,7.22,41,21.4,41180000,,7,17.7,,,
1/2/2007,1,2007,7.34,41,20.6,41080000,,8,15.5,,,
1/3/2007,1,2007,7.34,41,20.6,40890000,,6,18.7,,,
1/4/2007,1,2007,7.33,42,20.6,41980000,,6,19.4,,,
1/5/2007,1,2007,7.49,41,20.3,41440000,,7,20.3,,,
1/6/2007,1,2007,7.34,42,20.1,41750000,,6,20.5,,,
1/7/2007,1,2007,7.23,42,20.3,41670000,,8,20,,,
1/8/2007,1,2007,7.29,41,20.8,40950000,,10,19.2,,,
1/9/2007,1,2007,7.37,41,21.1,41010000,,8,19.4,,,
1/10/2007,1,2007,7.41,41,21,40920000,0.52,6,20,22.5,0.48,1.17
1/11/2007,1,2007,7.42,41,20.4,41090000,,7,21.8,,,
1/12/2007,1,2007,7.55,40,19.7,39540000,,4,20.4,,,
1/13/2007,1,2007,7.43,42,19.1,41700000,,6,21.5,,,
1/14/2007,1,2007,7.41,40,19.3,40150000,,8,20.9,,,
1/15/2007,1,2007,7.32,43,19.5,42540000,,7,21.2,,,
1/16/2007,1,2007,7.48,41,19.6,41360000,,6,20.6,,,
1/17/2007,1,2007,7.36,42,20,41580000,,7,20,,,
1/18/2007,1,2007,7.39,41,20.3,41280000,0.81,6,20.5,22.8,1,0.97
1/19/2007,1,2007,7.37,41,20.6,40500000,,6,21.1,,,
1/20/2007,1,2007,7.3,41,20.5,41060000,,6,21.2,,,
1/21/2007,1,2007,7.42,41,19.9,40640000,,6,21.8,,,
1/22/2007,1,2007,7.35,39,20.5,39030000,,9,20.9,,,
1/23/2007,1,2007,7.33,39,19.8,38880000,,5,17.9,,,
1/24/2007,1,2007,7.2,37,20.3,36620000,,6,23,,,
1/25/2007,1,2007,7.37,43,21.5,42510000,1.1,6,22.6,25.1,0.65,1.1
1/26/2007,1,2007,7.41,40,19.9,39950000,,6,23.5,,,
1/27/2007,1,2007,7.46,41,19.4,40560000,,9,22.6,,,
1/28/2007,1,2007,7.4,43,19.9,43410000,,9,23,,,
1/29/2007,1,2007,7.54,40,20.3,39840000,,12,21.8,,,
1/30/2007,1,2007,7.37,39,20,39450000,,11,22,,,
1/31/2007,1,2007,7.2,40,19.8,40010000,,12,23.2,,,
2/1/2007,2,2007,7.51,41,19.3,40600000,,13,24.4,,,
2/2/2007,2,2007,7.25,39,19.7,39420000,,10,24.4,,0.48,0.74
2/3/2007,2,2007,7.39,40,19.3,39850000,,11,23,,,
2/4/2007,2,2007,7.48,40,20.4,39680000,,11,22,,,
2/5/2007,2,2007,7.22,37,20.1,37270000,1.7,10,19.8,23,0.18,0.36
2/6/2007,2,2007,7.41,39,20.1,39210000,,10,22.2,,,
2/7/2007,2,2007,7.49,39,20.1,38950000,,5,24.1,,,
2/8/2007,2,2007,7.43,43,19.7,43050000,,4,25.1,,,
2/9/2007,2,2007,7.27,47,19.7,46930000,,8,21.2,,,
2/10/2007,2,2007,7.41,59,19,59280000,,6,20.6,,,
