,Date,NH3 mg/L N_x,flow mgd_x,NO3 mg/L N_x,NO2 mg/L N,N+N mg/L N,P mg/L P,PO4 mg/L P,flow mgd_y,NH3 mg/L N_y,NO3 mg/L N_y,TP mg/L P,NH3 mg/L N,NO3 mg/L N,flow mgd
1251,2014-11-03,0.825,5.365666666666667,,,,,,,,,,0.825,,5.365666666666667
1783,2014-11-04,,5.713,,,,,,,,,,,,5.713
1252,2014-11-05,,5.833333333333333,,,5.3,,,,,,,,5.3,5.833333333333333
1784,2014-11-06,,5.566666666666667,,,,,,,,,,,,5.566666666666667
1785,2014-11-07,,5.544,,,,,,,,,,,,5.544
1786,2014-11-08,,5.57,,,,,,,,,,,,5.57
1787,2014-11-09,,5.735666666666667,,,,,,,,,,,,5.735666666666667
1253,2014-11-10,0.907,5.811333333333334,,,,,,,,,,0.907,,5.811333333333334
1788,2014-11-11,,5.684333333333334,,,,,,,,,,,,5.684333333333334
1789,2014-11-12,,5.7010000000000005,,,6.0,,,,,,,,6.0,5.7010000000000005
1790,2014-11-13,,5.787333333333334,,,,,,,,,,,,5.787333333333334
1791,2014-11-14,,5.694,,,,,,,,,,,,5.694
1792,2014-11-15,,5.727,,,,,,,,,,,,5.727
1793,2014-11-16,,5.653,,,,,,,,,,,,5.653
1254,2014-11-17,0.853,5.832666666666667,,,,,,,,,,0.853,,5.832666666666667
1255,2014-11-18,,5.637666666666667,,,,,,,,,,,,5.637666666666667
1794,2014-11-19,,5.858333333333333,,,5.8,,,,,,,,5.8,5.858333333333333
1795,2014-11-20,,5.807333333333333,,,,,,,,,,,,5.807333333333333
1796,2014-11-21,,5.652666666666666,,,,,,,,,,,,5.652666666666666
1797,2014-11-22,,5.771,,,,,,,,,,,,5.771
1798,2014-11-23,,5.533666666666666,,,,,,,,,,,,5.533666666666666
1256,2014-11-24,0.846,5.508,,,5.5,,,,,,,0.846,5.5,5.508
1257,2014-11-25,,5.638333333333333,,,,,,,,,,,,5.638333333333333
1799,2014-11-26,,5.911666666666666,,,,,,,,,,,,5.911666666666666
1800,2014-11-27,,5.719666666666666,,,,,,,,,,,,5.719666666666666
1801,2014-11-28,,5.381666666666667,,,,,,,,,,,,5.381666666666667
1802,2014-11-29,,5.604,,,,,,,,,,,,5.604
1803,2014-11-30,,5.767,,,,,,,,,,,,5.767
1258,2014-12-01,0.82,6.042666666666666,,,,,,,,,,0.82,,6.042666666666666
1804,2014-12-02,,6.376,,,,,,,,,,,,6.376
1805,2014-12-03,,6.460333333333334,,,,,,,,,,,,6.460333333333334
1806,2014-12-04,,6.2493333333333325,,,5.0,,,,,,,,5.0,6.2493333333333325
1807,2014-12-05,,5.954000000000001,,,,,,,,,,,,5.954000000000001
1808,2014-12-06,,6.1243333333333325,,,,,,,,,,,,6.1243333333333325
1809,2014-12-07,,6.174333333333333,,,,,,,,,,,,6.174333333333333
1259,2014-12-08,1.04,5.991,,,,,,,,,,1.04,,5.991
1260,2014-12-09,,5.922999999999999,,,4.9,,,,,,,,4.9,5.922999999999999
1810,2014-12-10,,6.082333333333334,,,,,,,,,,,,6.082333333333334
1811,2014-12-11,,6.653333333333333,,,,,,,,,,,,6.653333333333333
1812,2014-12-12,,8.086333333333334,,,,,,,,,,,,8.086333333333334
1813,2014-12-13,,7.401,,,,,,,,,,,,7.401
1814,2014-12-14,,7.059333333333334,,,,,,,,,,,,7.059333333333334
1261,2014-12-15,0.77,7.391000000000001,,,,,,,,,,0.77,,7.391000000000001
1815,2014-12-16,,7.490333333333332,,,,,,,,,,,,7.490333333333332
1816,2014-12-17,,7.367,,,3.8,,,,,,,,3.8,7.367
1262,2014-12-18,0.515,7.872,,,,,,,,,,0.515,,7.872
1817,2014-12-19,,7.965333333333334,,,,,,,,,,,,7.965333333333334
1818,2014-12-20,,7.308,,,,,,,,,,,,7.308
1819,2014-12-21,,7.431333333333334,,,,,,,,,,,,7.431333333333334
1263,2014-12-22,0.75,7.176333333333335,,,4.2,,,,,,,0.75,4.2,7.176333333333335
1264,2014-12-23,0.42,7.217666666666666,,,,,,,,,,0.42,,7.217666666666666
1820,2014-12-24,,7.042999999999999,,,,,,,,,,,,7.042999999999999
1821,2014-12-25,,6.540666666666667,,,,,,,,,,,,6.540666666666667
1822,2014-12-26,,6.535666666666667,,,,,,,,,,,,6.535666666666667
1823,2014-12-27,,6.533333333333334,,,,,,,,,,,,6.533333333333334
1824,2014-12-28,,6.604333333333334,,,,,,,,,,,,6.604333333333334
1265,2014-12-29,1.02,6.563666666666667,,,,,,,,,,1.02,,6.563666666666667
1266,2014-12-30,,6.502666666666667,,,3.8,,,,,,,,3.8,6.502666666666667
1825,2014-12-31,,6.359666666666667,,,,,,,,,,,,6.359666666666667
1826,2015-01-01,,6.066333333333333,,,,,,,,,,,,6.066333333333333
1827,2015-01-02,,6.2443333333333335,,,,,,,,,,,,6.2443333333333335
1828,2015-01-03,,6.188666666666667,,,,,,,,,,,,6.188666666666667
1829,2015-01-04,,6.464666666666666,,,,,,,,,,,,6.464666666666666
1830,2015-01-05,,6.394333333333333,,,,,,,,,,,,6.394333333333333
1267,2015-01-06,0.71,5.967,4.8,,4.8,,0.29596412556053814,,,,,0.71,4.8,5.967
1831,2015-01-07,,5.982333333333333,,,,,,,,,,,,5.982333333333333
1832,2015-01-08,,6.2316666666666665,,,,,,,,,,,,6.2316666666666665
1833,2015-01-09,,6.210999999999999,,,,,,,,,,,,6.210999999999999
1834,2015-01-10,,5.966,,,,,,,,,,,,5.966
1835,2015-01-11,,6.208000000000001,,,,,,,,,,,,6.208000000000001
1268,2015-01-12,0.68,6.2139999999999995,,,,,,,,,,0.68,,6.2139999999999995
1269,2015-01-13,,6.135000000000001,,,4.5,,,,,,,,4.5,6.135000000000001
1836,2015-01-14,,5.808666666666667,,,,,,,,,,,,5.808666666666667
1837,2015-01-15,,5.812666666666668,,,,,,,,,,,,5.812666666666668
1838,2015-01-16,,6.167666666666666,,,,,,,,,,,,6.167666666666666
1839,2015-01-17,,6.167000000000001,,,,,,,,,,,,6.167000000000001
1840,2015-01-18,,5.919,,,,,,,,,,,,5.919
1270,2015-01-19,0.77,6.058,,,,,,,,,,0.77,,6.058
1271,2015-01-20,,6.070333333333333,,,5.2,,,,,,,,5.2,6.070333333333333
1841,2015-01-21,,6.126333333333332,,,,,,,,,,,,6.126333333333332
1842,2015-01-22,,5.864333333333334,,,,,,,,,,,,5.864333333333334
1843,2015-01-23,,5.869666666666666,,,,,,,,,,,,5.869666666666666
1844,2015-01-24,,6.091666666666666,,,,,,,,,,,,6.091666666666666
1845,2015-01-25,,6.033333333333334,,,,,,,,,,,,6.033333333333334
1272,2015-01-26,0.71,5.9750000000000005,,,,,,,,,,0.71,,5.9750000000000005
1273,2015-01-27,,6.074333333333333,,,5.0,,,,,,,,5.0,6.074333333333333
1846,2015-01-28,,5.967,,,,,,,,,,,,5.967
1847,2015-01-29,,5.954,,,,,,,,,,,,5.954
1848,2015-01-30,,5.848,,,,,,,,,,,,5.848
1849,2015-01-31,,5.891000000000001,,,,,,,,,,,,5.891000000000001
1850,2015-02-01,,5.956,,,,,,,,,,,,5.956
1274,2015-02-02,0.62,5.976999999999999,,,6.2,,,,,,,0.62,6.2,5.976999999999999
1851,2015-02-03,,5.825666666666666,,,,,,,,,,,,5.825666666666666
1852,2015-02-04,,5.744666666666666,,,,,,,,,,,,5.744666666666666
1853,2015-02-05,,5.766333333333333,,,,,,,,,,,,5.766333333333333
1854,2015-02-06,,5.759333333333333,,,,,,,,,,,,5.759333333333333
1855,2015-02-07,,5.866,,,,,,,,,,,,5.866
1856,2015-02-08,,5.882666666666666,,,,,,,,,,,,5.882666666666666
1275,2015-02-09,0.69,5.878333333333333,,,,,,,,,,0.69,,5.878333333333333
1276,2015-02-10,,5.991,,,6.9,,,,,,,,6.9,5.991
1857,2015-02-11,,5.853666666666666,,,,,,,,,,,,5.853666666666666
1858,2015-02-12,,5.694,,,,,,,,,,,,5.694
1859,2015-02-13,,5.778333333333333,,,,,,,,,,,,5.778333333333333
1860,2015-02-14,,5.7203333333333335,,,,,,,,,,,,5.7203333333333335
1861,2015-02-15,,5.9190000000000005,,,,,,,,,,,,5.9190000000000005
1277,2015-02-16,1.31,5.965333333333334,,,,,,,,,,1.31,,5.965333333333334
1278,2015-02-17,,5.934666666666668,,,7.7,,,,,,,,7.7,5.934666666666668
1862,2015-02-18,,6.0696666666666665,,,,,,,,,,,,6.0696666666666665
1863,2015-02-19,,5.774333333333334,,,,,,,,,,,,5.774333333333334
1864,2015-02-20,,5.773666666666667,,,,,,,,,,,,5.773666666666667
1865,2015-02-21,,5.6819999999999995,,,,,,,,,,,,5.6819999999999995
1866,2015-02-22,,5.82,,,,,,,,,,,,5.82
1279,2015-02-23,0.78,5.824666666666666,,,,,,,,,,0.78,,5.824666666666666
1280,2015-02-24,,5.692,,,6.4,,,,,,,,6.4,5.692
1867,2015-02-25,,5.699000000000001,,,,,,,,,,,,5.699000000000001
1868,2015-02-26,,5.6930000000000005,,,,,,,,,,,,5.6930000000000005
1869,2015-02-27,,5.7043333333333335,,,,,,,,,,,,5.7043333333333335
1870,2015-02-28,,5.614,,,,,,,,,,,,5.614
1871,2015-03-01,,5.789666666666666,,,,,,,,,,,,5.789666666666666
1281,2015-03-02,0.75,5.794666666666667,,,6.4,,,,,,,0.75,6.4,5.794666666666667
1872,2015-03-03,,5.644333333333333,,,,,,,,,,,,5.644333333333333
1282,2015-03-04,0.35,5.760000000000001,7.0,,7.0,,1.5246636771300448,,,,,0.35,7.0,5.760000000000001
1873,2015-03-05,,5.772666666666666,,,,,,,,,,,,5.772666666666666
1874,2015-03-06,,5.743333333333332,,,,,,,,,,,,5.743333333333332
1875,2015-03-07,,5.833000000000001,,,,,,,,,,,,5.833000000000001
1876,2015-03-08,,5.886666666666667,,,,,,,,,,,,5.886666666666667
1283,2015-03-09,0.91,5.8613333333333335,,,,,,,,,,0.91,,5.8613333333333335
1877,2015-03-10,,5.858333333333334,,,,,,,,,,,,5.858333333333334
1878,2015-03-11,,5.859666666666667,,,,,,,,,,,,5.859666666666667
1284,2015-03-12,,5.934,,,6.3,,,,,,,,6.3,5.934
1879,2015-03-13,,6.047,,,,,,,,,,,,6.047
1880,2015-03-14,,5.967666666666666,,,,,,,,,,,,5.967666666666666
1881,2015-03-15,,5.898666666666666,,,,,,,,,,,,5.898666666666666
1285,2015-03-16,0.7,5.969333333333334,,,,,,,,,,0.7,,5.969333333333334
1882,2015-03-17,,5.814333333333334,,,,,,,,,,,,5.814333333333334
1286,2015-03-18,,5.8436666666666675,,,5.7,,,,,,,,5.7,5.8436666666666675
1883,2015-03-19,,5.794666666666667,,,,,,,,,,,,5.794666666666667
1884,2015-03-20,,5.742666666666666,,,,,,,,,,,,5.742666666666666
1885,2015-03-21,,5.743666666666667,,,,,,,,,,,,5.743666666666667
1886,2015-03-22,,5.853666666666666,,,,,,,,,,,,5.853666666666666
1287,2015-03-23,0.75,5.934666666666666,,,,,,,,,,0.75,,5.934666666666666
1288,2015-03-24,,5.918333333333334,,,6.6,,,,,,,,6.6,5.918333333333334
1887,2015-03-25,,5.7556666666666665,,,,,,,,,,,,5.7556666666666665
1888,2015-03-26,,5.88,,,,,,,,,,,,5.88
1889,2015-03-27,,5.815666666666666,,,,,,,,,,,,5.815666666666666
1890,2015-03-28,,5.724333333333333,,,,,,,,,,,,5.724333333333333
1891,2015-03-29,,5.792333333333333,,,,,,,,,,,,5.792333333333333
1289,2015-03-30,0.93,5.899333333333334,,,,,,,,,,0.93,,5.899333333333334
1290,2015-03-31,,5.595,,,6.5,,,,,,,,6.5,5.595
1892,2015-04-01,,5.4993333333333325,,,,,,,,,,,,5.4993333333333325
1893,2015-04-02,,5.449000000000001,,,,,,,,,,,,5.449000000000001
1894,2015-04-03,,5.488333333333333,,,,,,,,,,,,5.488333333333333
1895,2015-04-04,,5.707333333333334,,,,,,,,,,,,5.707333333333334
1896,2015-04-05,,5.644333333333333,,,,,,,,,,,,5.644333333333333
1291,2015-04-06,0.75,5.642666666666667,,,,,,,,,,0.75,,5.642666666666667
1897,2015-04-07,,5.592333333333333,,,,,,,,,,,,5.592333333333333
1292,2015-04-08,,5.785333333333334,,,6.6,,,,,,,,6.6,5.785333333333334
1898,2015-04-09,,5.904333333333334,,,,,,,,,,,,5.904333333333334
1899,2015-04-10,,5.664666666666666,,,,,,,,,,,,5.664666666666666
1900,2015-04-11,,5.529000000000001,,,,,,,,,,,,5.529000000000001
1901,2015-04-12,,5.613333333333333,,,,,,,,,,,,5.613333333333333
1293,2015-04-13,0.86,5.902666666666666,,,,,,,,,,0.86,,5.902666666666666
1294,2015-04-14,,5.796333333333333,,,5.8,,,,,,,,5.8,5.796333333333333
1902,2015-04-15,,5.514666666666666,,,,,,,,,,,,5.514666666666666
1903,2015-04-16,,5.696000000000001,,,,,,,,,,,,5.696000000000001
1904,2015-04-17,,5.696000000000001,,,,,,,,,,,,5.696000000000001
1905,2015-04-18,,5.677333333333333,,,,,,,,,,,,5.677333333333333
1906,2015-04-19,,5.744,,,,,,,,,,,,5.744
1295,2015-04-20,1.0,5.805666666666667,,,5.9,,,,,,,1.0,5.9,5.805666666666667
1907,2015-04-21,,5.6946666666666665,,,,,,,,,,,,5.6946666666666665
1296,2015-04-22,,5.483666666666667,,,,,,,,,,,,5.483666666666667
1908,2015-04-23,,5.691333333333333,,,,,,,,,,,,5.691333333333333
1909,2015-04-24,,5.611666666666667,,,,,,,,,,,,5.611666666666667
1910,2015-04-25,,5.665666666666667,,,,,,,,,,,,5.665666666666667
1911,2015-04-26,,5.663666666666667,,,,,,,,,,,,5.663666666666667
1297,2015-04-27,0.99,5.728333333333334,,,,,,,,,,0.99,,5.728333333333334
1298,2015-04-28,,5.694333333333333,,,6.2,,,,,,,,6.2,5.694333333333333
1912,2015-04-29,,5.642333333333333,,,,,,,,,,,,5.642333333333333
1913,2015-04-30,,5.5073333333333325,,,,,,,,,,,,5.5073333333333325
1914,2015-05-01,,5.375,,,,,,,,,,,,5.375
1915,2015-05-02,,5.498,,,,,,,,,,,,5.498
1916,2015-05-03,,5.6690000000000005,,,,,,,,,,,,5.6690000000000005
1299,2015-05-04,0.53,5.764333333333333,,,,,,,,,,0.53,,5.764333333333333
1300,2015-05-05,,5.850666666666666,,,6.1,,,,,,,,6.1,5.850666666666666
1917,2015-05-06,,5.748666666666668,,,,,,,,,,,,5.748666666666668
1918,2015-05-07,,5.7123333333333335,,,,,,,,,,,,5.7123333333333335
1919,2015-05-08,,5.585,,,,,,,,,,,,5.585
1920,2015-05-09,,5.705333333333333,,,,,,,,,,,,5.705333333333333
1921,2015-05-10,,5.634333333333333,,,,,,,,,,,,5.634333333333333
1301,2015-05-11,0.63,5.695333333333333,,,,,,,,,,0.63,,5.695333333333333
1302,2015-05-12,,5.893666666666667,,,6.8,,,,,,,,6.8,5.893666666666667
1922,2015-05-13,,5.653,,,,,,,,,,,,5.653
1923,2015-05-14,,5.631666666666667,,,,,,,,,,,,5.631666666666667
1924,2015-05-15,,5.542000000000001,,,,,,,,,,,,5.542000000000001
1925,2015-05-16,,5.489333333333334,,,,,,,,,,,,5.489333333333334
1926,2015-05-17,,5.542666666666666,,,,,,,,,,,,5.542666666666666
1303,2015-05-18,0.66,5.6546666666666665,,,,,,,,,,0.66,,5.6546666666666665
1304,2015-05-19,,5.6386666666666665,,,7.1,,,,,,,,7.1,5.6386666666666665
1305,2015-05-20,,4.711666666666667,6.6,,6.6,,0.25560538116591924,,,,,,6.6,4.711666666666667
1927,2015-05-21,,5.691333333333334,,,,,,,,,,,,5.691333333333334
1928,2015-05-22,,5.928333333333334,,,,,,,,,,,,5.928333333333334
1929,2015-05-23,,5.562333333333332,,,,,,,,,,,,5.562333333333332
1930,2015-05-24,,5.491666666666667,,,,,,,,,,,,5.491666666666667
1306,2015-05-25,0.78,5.628333333333333,,,,,,,,,,0.78,,5.628333333333333
1931,2015-05-26,,5.646666666666666,,,,,,,,,,,,5.646666666666666
1307,2015-05-27,,5.583666666666667,,,7.5,,,,,,,,7.5,5.583666666666667
1932,2015-05-28,,5.549666666666667,,,,,,,,,,,,5.549666666666667
1933,2015-05-29,,5.461000000000001,,,,,,,,,,,,5.461000000000001
1934,2015-05-30,,5.345,,,,,,,,,,,,5.345
1935,2015-05-31,,5.55,,,,,,,,,,,,5.55
1308,2015-06-01,0.85,5.462,,,,,,,,,,0.85,,5.462
1936,2015-06-02,,5.462666666666666,,,,,,,,,,,,5.462666666666666
1309,2015-06-03,,5.5249999999999995,,,7.8,,,,,,,,7.8,5.5249999999999995
1937,2015-06-04,,5.471333333333333,,,,,,,,,,,,5.471333333333333
1938,2015-06-05,,5.4590000000000005,,,,,,,,,,,,5.4590000000000005
1939,2015-06-06,,5.393000000000001,,,,,,,,,,,,5.393000000000001
1940,2015-06-07,,5.456,,,,,,,,,,,,5.456
1310,2015-06-08,0.93,5.446333333333333,,,7.2,,,,,,,0.93,7.2,5.446333333333333
1941,2015-06-09,,5.523333333333333,,,,,,,,,,,,5.523333333333333
1942,2015-06-10,,5.468666666666667,,,,,,,,,,,,5.468666666666667
1943,2015-06-11,,5.476,,,,,,,,,,,,5.476
1944,2015-06-12,,5.467,,,,,,,,,,,,5.467
1945,2015-06-13,,5.404,,,,,,,,,,,,5.404
1946,2015-06-14,,5.352,,,,,,,,,,,,5.352
1311,2015-06-15,0.85,5.4303333333333335,,,,,,,,,,0.85,,5.4303333333333335
1947,2015-06-16,,5.385333333333333,,,,,,,,,,,,5.385333333333333
1312,2015-06-17,0.265,5.339666666666667,,,7.4,,,,,,,0.265,7.4,5.339666666666667
1948,2015-06-18,,5.25,,,,,,,,,,,,5.25
1949,2015-06-19,,5.217,,,,,,,,,,,,5.217
1950,2015-06-20,,5.149,,,,,,,,,,,,5.149
1951,2015-06-21,,5.192333333333334,,,,,,,,,,,,5.192333333333334
1313,2015-06-22,0.78,5.184,,,6.9,,,,,,,0.78,6.9,5.184
1314,2015-06-23,,5.317333333333334,,,,,,,,,,,,5.317333333333334
1952,2015-06-24,,5.279333333333334,,,,,,,,,,,,5.279333333333334
1953,2015-06-25,,5.208666666666667,,,,,,,,,,,,5.208666666666667
1954,2015-06-26,,5.203666666666666,,,,,,,,,,,,5.203666666666666
1955,2015-06-27,,5.1866666666666665,,,,,,,,,,,,5.1866666666666665
1956,2015-06-28,,5.1033333333333335,,,,,,,,,,,,5.1033333333333335
1315,2015-06-29,0.88,5.106,,,,,,,,,,0.88,,5.106
1316,2015-06-30,,5.203666666666666,,,7.7,,,,,,,,7.7,5.203666666666666
1957,2015-07-01,,5.213333333333334,,,,,,,,,,,,5.213333333333334
1958,2015-07-02,,5.216,,,,,,,,,,,,5.216
1959,2015-07-03,,5.21,,,,,,,,,,,,5.21
1960,2015-07-04,,5.0760000000000005,,,,,,,,,,,,5.0760000000000005
1961,2015-07-05,,5.027,,,,,,,,,,,,5.027
1317,2015-07-06,0.71,5.176666666666667,,,,,,,,,,0.71,,5.176666666666667
1318,2015-07-07,0.21,5.237666666666667,4.45,,5.466666666666666,,,,,,,0.21,4.45,5.237666666666667
1962,2015-07-08,,5.219,,,,,,,,,,,,5.219
1963,2015-07-09,,5.161333333333333,,,,,,,,,,,,5.161333333333333
1964,2015-07-10,,5.135666666666666,,,,,,,,,,,,5.135666666666666
1965,2015-07-11,,5.117666666666667,,,,,,,,,,,,5.117666666666667
1966,2015-07-12,,5.104333333333333,,,,,,,,,,,,5.104333333333333
1319,2015-07-13,0.94,5.114,,,,,,,,,,0.94,,5.114
1320,2015-07-14,,5.116666666666666,1.1,,1.1,,0.1031390134529148,,,,,,1.1,5.116666666666666
1321,2015-07-15,0.56,5.103333333333333,8.0,,8.2,,0.14798206278026907,,,,,0.56,8.0,5.103333333333333
1967,2015-07-16,,5.1579999999999995,,,,,,,,,,,,5.1579999999999995
1968,2015-07-17,,5.258333333333333,,,,,,,,,,,,5.258333333333333
1969,2015-07-18,,5.209666666666666,,,,,,,,,,,,5.209666666666666
1970,2015-07-19,,5.196666666666666,,,,,,,,,,,,5.196666666666666
1322,2015-07-20,0.96,5.250666666666667,,,,,,,,,,0.96,,5.250666666666667
1971,2015-07-21,,5.2156666666666665,,,,,,,,,,,,5.2156666666666665
1323,2015-07-22,,5.157666666666667,,,7.5,,,,,,,,7.5,5.157666666666667
1972,2015-07-23,,5.127,,,,,,,,,,,,5.127
1973,2015-07-24,,5.1883333333333335,,,,,,,,,,,,5.1883333333333335
1974,2015-07-25,,5.155333333333334,,,,,,,,,,,,5.155333333333334
1975,2015-07-26,,5.090333333333334,,,,,,,,,,,,5.090333333333334
1324,2015-07-27,0.82,5.129666666666666,,,,,,,,,,0.82,,5.129666666666666
1325,2015-07-28,,5.200333333333334,,,7.6,,,,,,,,7.6,5.200333333333334
1976,2015-07-29,,5.075333333333333,,,,,,,,,,,,5.075333333333333
1977,2015-07-30,,4.919666666666667,,,,,,,,,,,,4.919666666666667
1978,2015-07-31,,4.811,,,,,,,,,,,,4.811
1979,2015-08-01,,5.037,,,,,,,,,,,,5.037
1980,2015-08-02,,5.1209999999999996,,,,,,,,,,,,5.1209999999999996
1326,2015-08-03,0.69,5.146999999999999,,,,,,,,,,0.69,,5.146999999999999
1327,2015-08-04,,5.084666666666667,,,,,,,,,,,,5.084666666666667
1981,2015-08-05,,5.169666666666666,,,6.6,,,,,,,,6.6,5.169666666666666
1982,2015-08-06,,5.165,,,,,,,,,,,,5.165
1983,2015-08-07,,5.398333333333333,,,,,,,,,,,,5.398333333333333
1984,2015-08-08,,5.400333333333333,,,,,,,,,,,,5.400333333333333
1985,2015-08-09,,5.271666666666667,,,,,,,,,,,,5.271666666666667
1328,2015-08-10,0.75,5.262,,,7.0,,,,,,,0.75,7.0,5.262
1329,2015-08-11,,5.117999999999999,,,,,,,,,,,,5.117999999999999
1986,2015-08-12,,5.097333333333334,,,,,,,,,,,,5.097333333333334
1987,2015-08-13,,5.083666666666667,,,,,,,,,,,,5.083666666666667
1988,2015-08-14,,5.119666666666666,,,,,,,,,,,,5.119666666666666
1989,2015-08-15,,5.139,,,,,,,,,,,,5.139
1990,2015-08-16,,5.1386666666666665,,,,,,,,,,,,5.1386666666666665
1330,2015-08-17,0.56,5.083333333333333,,,,,,,,,,0.56,,5.083333333333333
1331,2015-08-18,,5.118666666666666,,,7.3,,,,,,,,7.3,5.118666666666666
1991,2015-08-19,,5.282666666666667,,,,,,,,,,,,5.282666666666667
1992,2015-08-20,,5.372,,,,,,,,,,,,5.372
1993,2015-08-21,,5.163,,,,,,,,,,,,5.163
1994,2015-08-22,,4.978333333333333,,,,,,,,,,,,4.978333333333333
1995,2015-08-23,,5.159666666666667,,,,,,,,,,,,5.159666666666667
1332,2015-08-24,0.89,5.136333333333334,,,7.3,,,,,,,0.89,7.3,5.136333333333334
1333,2015-08-25,,5.126666666666667,,,,,,,,,,,,5.126666666666667
1996,2015-08-26,,5.071000000000001,,,,,,,,,,,,5.071000000000001
1997,2015-08-27,,4.899,,,,,,,,,,,,4.899
1998,2015-08-28,,4.870666666666667,,,,,,,,,,,,4.870666666666667
1999,2015-08-29,,5.084666666666667,,,,,,,,,,,,5.084666666666667
2000,2015-08-30,,5.114666666666667,,,,,,,,,,,,5.114666666666667
1334,2015-08-31,0.78,5.090333333333334,,,5.6,,,,,,,0.78,5.6,5.090333333333334
1335,2015-09-01,,4.947,,,,,,,,,,,,4.947
2001,2015-09-02,,5.069333333333333,,,,,,,,,,,,5.069333333333333
2002,2015-09-03,,5.1819999999999995,,,,,,,,,,,,5.1819999999999995
2003,2015-09-04,,5.122666666666667,,,,,,,,,,,,5.122666666666667
2004,2015-09-05,,5.161333333333332,,,,,,,,,,,,5.161333333333332
2005,2015-09-06,,5.046,,,,,,,,,,,,5.046
1336,2015-09-07,0.84,5.102666666666667,,,,,,,,,,0.84,,5.102666666666667
1337,2015-09-08,0.24,5.178,,,6.3,,,,,,,0.24,6.3,5.178
2006,2015-09-09,,5.170999999999999,,,,,,,,,,,,5.170999999999999
1338,2015-09-10,,5.039000000000001,6.9,0.1,7.0,,0.09417040358744394,,,,,,6.9,5.039000000000001
2007,2015-09-11,,5.006,,,,,,,,,,,,5.006
2008,2015-09-12,,4.9736666666666665,,,,,,,,,,,,4.9736666666666665
2009,2015-09-13,,5.169666666666667,,,,,,,,,,,,5.169666666666667
1339,2015-09-14,1.11,5.211333333333333,,,,,,,,,,1.11,,5.211333333333333
2010,2015-09-15,,5.102,,,,,,,,,,,,5.102
1340,2015-09-16,0.33,5.061,,,6.6,,,,,,,0.33,6.6,5.061
2011,2015-09-17,,5.088666666666667,,,,,,,,,,,,5.088666666666667
2012,2015-09-18,,5.026666666666666,,,,,,,,,,,,5.026666666666666
2013,2015-09-19,,5.170333333333333,,,,,,,,,,,,5.170333333333333
2014,2015-09-20,,5.179333333333333,,,,,,,,,,,,5.179333333333333
1341,2015-09-21,0.87,5.199333333333333,,,,,,,,,,0.87,,5.199333333333333
1342,2015-09-22,,5.061333333333334,,,6.0,,,,,,,,6.0,5.061333333333334
2015,2015-09-23,,5.034,,,,,,,,,,,,5.034
2016,2015-09-24,,5.0953333333333335,,,,,,,,,,,,5.0953333333333335
2017,2015-09-25,,5.073666666666667,,,,,,,,,,,,5.073666666666667
2018,2015-09-26,,5.062,,,,,,,,,,,,5.062
2019,2015-09-27,,5.059666666666667,,,,,,,,,,,,5.059666666666667
1343,2015-09-28,0.9,4.932666666666667,,,,,,,,,,0.9,,4.932666666666667
2020,2015-09-29,,5.030666666666666,,,,,,,,,,,,5.030666666666666
1344,2015-09-30,,4.999333333333333,,,6.4,,,,,,,,6.4,4.999333333333333
2021,2015-10-01,,5.121666666666666,,,,,,,,,,,,5.121666666666666
2022,2015-10-02,,5.146,,,,,,,,,,,,5.146
2023,2015-10-03,,5.254666666666666,,,,,,,,,,,,5.254666666666666
2024,2015-10-04,,5.307333333333333,,,,,,,,,,,,5.307333333333333
1345,2015-10-05,0.81,5.322666666666667,,,,,,,,,,0.81,,5.322666666666667
1346,2015-10-06,,5.242999999999999,,,6.8,,,,,,,,6.8,5.242999999999999
2025,2015-10-07,,5.187333333333333,,,,,,,,,,,,5.187333333333333
2026,2015-10-08,,5.184666666666667,,,,,,,,,,,,5.184666666666667
2027,2015-10-09,,5.213666666666666,,,,,,,,,,,,5.213666666666666
2028,2015-10-10,,5.104666666666667,,,,,,,,,,,,5.104666666666667
2029,2015-10-11,,5.117999999999999,,,,,,,,,,,,5.117999999999999
1347,2015-10-12,0.82,5.146666666666666,,,,,,,,,,0.82,,5.146666666666666
1348,2015-10-13,,5.065666666666666,,,3.2,,,,,,,,3.2,5.065666666666666
2030,2015-10-14,,5.077333333333334,,,,,,,,,,,,5.077333333333334
2031,2015-10-15,,4.934,,,,,,,,,,,,4.934
2032,2015-10-16,,4.895,,,,,,,,,,,,4.895
2033,2015-10-17,,4.931666666666667,,,,,,,,,,,,4.931666666666667
2034,2015-10-18,,5.021666666666667,,,,,,,,,,,,5.021666666666667
1349,2015-10-19,0.71,5.047666666666667,,,,,,,,,,0.71,,5.047666666666667
2035,2015-10-20,,5.046,,,5.9,,,,,,,,5.9,5.046
2036,2015-10-21,,5.087666666666666,,,,,,,,,,,,5.087666666666666
2037,2015-10-22,,5.150333333333333,,,,,,,,,,,,5.150333333333333
2038,2015-10-23,,5.278666666666666,,,,,,,,,,,,5.278666666666666
2039,2015-10-24,,5.384666666666667,,,,,,,,,,,,5.384666666666667
2040,2015-10-25,,5.1706666666666665,,,,,,,,,,,,5.1706666666666665
1350,2015-10-26,0.88,5.202999999999999,,,,,,,,,,0.88,,5.202999999999999
